community_detector,used_communities,algorithm_rec,test_size,split_id,rmse,mse,mae
Paris,23.0,NormalPredictor,0.25,1,1.713195888976936,2.9350401540074746,1.3864698122866048
Paris,24.0,NormalPredictor,0.25,1,1.7149353312978999,2.941003190533838,1.387528875211945
Paris,25.0,NormalPredictor,0.25,1,1.7151403280573179,2.941706344928564,1.3879218607761699
Paris,26.0,NormalPredictor,0.25,1,1.7158100873658013,2.9440042559062385,1.3889746845535063
Paris,27.0,NormalPredictor,0.25,1,1.715072655361452,2.941474213168582,1.3884480658229883
Paris,1.0,SVD,0.25,1,1.3267126128030076,1.7601663569705832,1.0852160460528022
Paris,2.0,SVD,0.25,1,1.3279888511572786,1.763554388798029,1.086449886902308
Paris,3.0,SVD,0.25,1,1.3279441731942874,1.7634357271206595,1.0870234089372879
Paris,4.0,SVD,0.25,1,1.3272369309073746,1.761557870764427,1.086392527383807
Paris,5.0,SVD,0.25,1,1.3261598852845484,1.7587000413379266,1.085774024926703
Paris,6.0,SVD,0.25,1,1.3264403521377168,1.75944400777923,1.0862758713504692
Paris,7.0,SVD,0.25,1,1.3278645387849184,1.763224233362484,1.0875740745541573
Paris,8.0,SVD,0.25,1,1.3280638445589357,1.763753575224661,1.0880376910197789
Paris,9.0,SVD,0.25,1,1.3284684454011175,1.7648284104264622,1.0886120796823424
Paris,10.0,SVD,0.25,1,1.3286727270458694,1.765371215595507,1.0890205628310825
Paris,11.0,SVD,0.25,1,1.329307085312642,1.7670573270623917,1.0895358663735526
Paris,12.0,SVD,0.25,1,1.3298255870312372,1.7684360919229745,1.0898763543723855
Paris,13.0,SVD,0.25,1,1.3302621902505902,1.7695974948102973,1.0902914105226873
Paris,14.0,SVD,0.25,1,1.3303698781516242,1.7698840126931672,1.090186586719636
Paris,15.0,SVD,0.25,1,1.330650825254916,1.7706316187515894,1.0903999157189668
Paris,16.0,SVD,0.25,1,1.3311359962516809,1.7719230405169548,1.0907458130575378
Paris,17.0,SVD,0.25,1,1.3317916118164097,1.7736688973045505,1.0913282249046974
Paris,18.0,SVD,0.25,1,1.332586074798656,1.7757856467472892,1.0920470160492117
Paris,19.0,SVD,0.25,1,1.3329079114175482,1.7766435003194903,1.0924092031655106
Paris,20.0,SVD,0.25,1,1.333362019928941,1.777854276188986,1.0928009546233899
Paris,21.0,SVD,0.25,1,1.333963829081368,1.7794594972974251,1.093435538750886
Paris,22.0,SVD,0.25,1,1.3343947847561477,1.7806094415844058,1.0938502236018677
Paris,23.0,SVD,0.25,1,1.3345985935317088,1.7811534058568153,1.0940411518309028
Paris,24.0,SVD,0.25,1,1.3345499788282291,1.7810236459904265,1.0939839774091404
Paris,25.0,SVD,0.25,1,1.3343769101201022,1.780561738261671,1.093813119929604
