community_detector,used_communities,algorithm_rec,test_size,split_id,rmse,mse,mae
Not-Applicable,,SVD,0.1,3,0.926517688909938,0.8584350278630127,0.7315875012343425
Not-Applicable,,k-NN,0.1,3,0.9660422696042015,0.9332376666620367,0.7617705002573218
Not-Applicable,,NMF,0.1,3,0.9518198467922397,0.9059610207476028,0.7492621765895298
Not-Applicable,,Co-Clustering,0.1,3,0.9672145923703178,0.93550406769408,0.7571362244119215
Not-Applicable,,SlopeOne,0.1,3,0.9386535339597899,0.8810704568152024,0.7369433514555046
Louvain,1.0,NormalPredictor,0.1,3,1.5195806905187592,2.309125474997469,1.2240181685210454
Louvain,2.0,NormalPredictor,0.1,3,1.5052535400194647,2.2657882197411303,1.209993471266034
Louvain,3.0,NormalPredictor,0.1,3,1.5030411674485207,2.2591327510450117,1.2080994025236818
Louvain,4.0,NormalPredictor,0.1,3,1.5049689965959574,2.264931680715043,1.2092807422002163
Louvain,1.0,SVD,0.1,3,1.2358563450729703,1.5273409056571208,1.0130380516287492
Louvain,2.0,SVD,0.1,3,1.2288896669429608,1.510169813519181,1.00812811709676
Louvain,3.0,SVD,0.1,3,1.2259337820216083,1.5029136379018042,1.004992054207999
Louvain,4.0,SVD,0.1,3,1.2222443208920144,1.4938811799527814,1.0014953150819594
Louvain,1.0,k-NN,0.1,3,1.4815597290276419,2.1950192306764595,1.2034918363601097
Louvain,2.0,k-NN,0.1,3,1.4694029469071148,2.1591450203793134,1.1932796905032652
Louvain,3.0,k-NN,0.1,3,1.452708809414495,2.11036288495048,1.1790061748883507
Louvain,4.0,k-NN,0.1,3,1.445823491909635,2.090405569757771,1.1725277202298334
Louvain,1.0,NMF,0.1,3,1.4913455300297964,2.224111489939854,1.216046677510348
Louvain,2.0,NMF,0.1,3,1.4912030886941594,2.223686651731001,1.2144765473088874
Louvain,3.0,NMF,0.1,3,1.4791251590004866,2.1878112359882147,1.2048173954901316
Louvain,4.0,NMF,0.1,3,1.4741748406851904,2.1731914609092065,1.1997671202595979
Louvain,1.0,Co-Clustering,0.1,3,1.5027242362913944,2.2581801303375544,1.22498500894237
Louvain,2.0,Co-Clustering,0.1,3,1.493015859743974,2.229096357447038,1.2157835361447311
Louvain,3.0,Co-Clustering,0.1,3,1.4759578202319747,2.1784514871039224,1.1999275215984815
Louvain,4.0,Co-Clustering,0.1,3,1.4665348729321976,2.150724533526257,1.191032531700287
Louvain,1.0,SlopeOne,0.1,3,1.4640117281186729,2.143330340069023,1.1930340279253353
Louvain,2.0,SlopeOne,0.1,3,1.459036228424625,2.1287867158555547,1.188387504238534
Louvain,3.0,SlopeOne,0.1,3,1.447787601295813,2.0960889384658845,1.1784698859318794
Louvain,4.0,SlopeOne,0.1,3,1.4408761564153245,2.076124098126199,1.1720172792230237
Paris,1.0,NormalPredictor,0.1,3,1.5165632067135884,2.2999639599574024,1.2210663346776232
Paris,2.0,NormalPredictor,0.1,3,1.5103915906152232,2.281282757001184,1.2174000332872978
Paris,3.0,NormalPredictor,0.1,3,1.5107373544902998,2.2823273542523497,1.215307470513445
Paris,1.0,SVD,0.1,3,1.2309693415795746,1.5152855199088513,1.0095247055715073
Paris,2.0,SVD,0.1,3,1.225922026722811,1.5028848156041645,1.0048981007657642
Paris,3.0,SVD,0.1,3,1.2211986767510115,1.4913262080984215,1.000864421768412
Paris,1.0,k-NN,0.1,3,1.4717414855207387,2.1660230002027907,1.195289235881927
Paris,2.0,k-NN,0.1,3,1.4824990335381527,2.1978033844415568,1.2015162107553508
Paris,3.0,k-NN,0.1,3,1.4692157120211198,2.158594808449726,1.1900319172441716
Paris,1.0,NMF,0.1,3,1.5011799231110003,2.253541161551549,1.2206399743989929
Paris,2.0,NMF,0.1,3,1.5170558263433107,2.3014583802421855,1.234125088184201
Paris,3.0,NMF,0.1,3,1.5080229531675138,2.2741332272800694,1.2270076720643361
Paris,1.0,Co-Clustering,0.1,3,1.4867425510563332,2.2104034131214934,1.2087812805000944
Paris,2.0,Co-Clustering,0.1,3,1.4985911478410043,2.245775428387419,1.216471759780043
Paris,3.0,Co-Clustering,0.1,3,1.4853323603208417,2.2062122206162824,1.2055322570600084
Paris,1.0,SlopeOne,0.1,3,1.467171992425387,2.15259365535748,1.1942221141464142
Paris,2.0,SlopeOne,0.1,3,1.4717467464325134,2.166038485634689,1.1982910879070907
Paris,3.0,SlopeOne,0.1,3,1.4624285855175925,2.1386973677389864,1.1898246574653846
Not-Applicable,,NormalPredictor,0.1,4,1.519520386456558,2.3089422048570873,1.2224736000992473
Not-Applicable,,SVD,0.1,4,0.9281555517509925,0.8614727282461893,0.7306761952899408
Not-Applicable,,k-NN,0.1,4,0.9706014966854676,0.9420672653680698,0.7640820889394095
Not-Applicable,,NMF,0.1,4,0.9583823251537945,0.9184966811671935,0.7522076466080877
Not-Applicable,,Co-Clustering,0.1,4,0.9712014594841851,0.9432322749042112,0.763421099248842
Not-Applicable,,SlopeOne,0.1,4,0.9390157192977091,0.881750521088194,0.738277686654741
Louvain,1.0,NormalPredictor,0.1,4,1.5061855791093455,2.2685949987169542,1.2086204200242923
Louvain,2.0,NormalPredictor,0.1,4,1.5169807363632344,2.3012305544971405,1.218432092295048
Louvain,3.0,NormalPredictor,0.1,4,1.514747089028825,2.2944587437212993,1.2184682519264176
Louvain,4.0,NormalPredictor,0.1,4,1.5127354884070048,2.288368657885979,1.2170630170449739
Louvain,1.0,SVD,0.1,4,1.2526502065355984,1.5691325399336773,1.027317521987834
Louvain,2.0,SVD,0.1,4,1.2443580174940736,1.5484268757017812,1.01958706881562
Louvain,3.0,SVD,0.1,4,1.2421025679154882,1.5428187892222502,1.0167023039352427
Louvain,4.0,SVD,0.1,4,1.2376241907284697,1.5317136374762998,1.0121823204542795
Louvain,1.0,k-NN,0.1,4,1.4964922781686576,2.239489138618419,1.2171915024116118
Louvain,2.0,k-NN,0.1,4,1.5057970264000078,2.267424684715106,1.2240984929610688
Louvain,3.0,k-NN,0.1,4,1.4995632385303594,2.2486899063516597,1.218129092995805
Louvain,4.0,k-NN,0.1,4,1.4885508987927325,2.2157837782966516,1.2080485960290024
Louvain,1.0,NMF,0.1,4,1.527529193211242,2.3333454361125883,1.2504665443001715
Louvain,2.0,NMF,0.1,4,1.546410016782394,2.391383940004924,1.264094539713941
Louvain,3.0,NMF,0.1,4,1.5372151174386743,2.3630303172819973,1.2561412215049814
Louvain,4.0,NMF,0.1,4,1.5303328296481418,2.3419185694988887,1.249307761566134
Louvain,1.0,Co-Clustering,0.1,4,1.5187941102208984,2.3067355492416906,1.2396509620977316
Louvain,2.0,Co-Clustering,0.1,4,1.523278489330016,2.320377356055536,1.245214215283143
Louvain,3.0,Co-Clustering,0.1,4,1.516848371216539,2.3008289812622675,1.2384510076125663
Louvain,4.0,Co-Clustering,0.1,4,1.5046846232605768,2.2640758154768243,1.2273010696160895
Louvain,1.0,SlopeOne,0.1,4,1.495989296392296,2.237983974920317,1.2255429938796016
Louvain,2.0,SlopeOne,0.1,4,1.5016743912446973,2.255025977320132,1.2297270798287416
Louvain,3.0,SlopeOne,0.1,4,1.4867958972534776,2.2105620400897736,1.2170401469331298
Louvain,4.0,SlopeOne,0.1,4,1.476492446120274,2.18002994345023,1.2076435375494239
Paris,1.0,NormalPredictor,0.1,4,1.506451165136987,2.2693951129425853,1.20906585547019
Paris,2.0,NormalPredictor,0.1,4,1.5100724701859431,2.2803188652134763,1.2143833088645193
Paris,3.0,NormalPredictor,0.1,4,1.5116542227613938,2.2850984891923534,1.2158642575557626
Paris,1.0,SVD,0.1,4,1.2490008576843175,1.5600031424961607,1.0240244226599873
Paris,2.0,SVD,0.1,4,1.2383977019831993,1.5336288682772692,1.014861755739328
Paris,3.0,SVD,0.1,4,1.2340859428695825,1.5229681143883063,1.0111817128875344
Paris,1.0,k-NN,0.1,4,1.5139314039648584,2.291988295911007,1.2347123555246047
Paris,2.0,k-NN,0.1,4,1.4945094813863642,2.2335585899537396,1.2161163271546684
Paris,3.0,k-NN,0.1,4,1.4833266087439643,2.20025782820787,1.205389940677998
Paris,1.0,NMF,0.1,4,1.5556602789081162,2.420078903372478,1.2765002517300696
Paris,2.0,NMF,0.1,4,1.5394072795069846,2.3697747721990954,1.261195854094268
Paris,3.0,NMF,0.1,4,1.5279534528402012,2.3346417540462934,1.2507895686118382
Paris,1.0,Co-Clustering,0.1,4,1.5311876118452274,2.344535502668291,1.25554872739929
Paris,2.0,Co-Clustering,0.1,4,1.5151104610419888,2.295559709158868,1.2404101766516644
Paris,3.0,Co-Clustering,0.1,4,1.5021831841346234,2.256554318696836,1.2290489565252956
Paris,1.0,SlopeOne,0.1,4,1.5172907332994208,2.302171169356294,1.2444623429325383
Paris,2.0,SlopeOne,0.1,4,1.487297364747814,2.2120534511857923,1.2171696125319125
Paris,3.0,SlopeOne,0.1,4,1.4779312375743145,2.184280742997945,1.2085023969069806
Not-Applicable,,NormalPredictor,0.1,5,1.5099545852897887,2.279962849637658,1.2126101895460573
Not-Applicable,,SVD,0.1,5,0.9295131239661618,0.8639946476253334,0.7316807196934131
Not-Applicable,,k-NN,0.1,5,0.9669774251761201,0.9350453408002389,0.7624496212995565
Not-Applicable,,NMF,0.1,5,0.950099977392216,0.9026899670406893,0.7475004566835045
Not-Applicable,,Co-Clustering,0.1,5,0.9643591044672121,0.9299884823688033,0.7592561538151045
Not-Applicable,,SlopeOne,0.1,5,0.9346643539268484,0.873597454501493,0.7363458082215895
Louvain,1.0,NormalPredictor,0.1,5,1.5072185350154028,2.2717077122939773,1.212321431045404
Louvain,2.0,NormalPredictor,0.1,5,1.5128830894610459,2.2888152423771992,1.2174064879176252
Louvain,3.0,NormalPredictor,0.1,5,1.515525366152096,2.2968171354504445,1.2177594043639248
Louvain,4.0,NormalPredictor,0.1,5,1.5165946642325143,2.300059375578533,1.2182172757752048
Louvain,1.0,SVD,0.1,5,1.24617275058255,1.5529465242944784,1.0246322157538963
Louvain,2.0,SVD,0.1,5,1.2401581128389314,1.5379921448402196,1.0204946733068625
Louvain,3.0,SVD,0.1,5,1.2395863691230287,1.5365743665156133,1.0192786806552685
Louvain,4.0,SVD,0.1,5,1.2356602272133885,1.526856197117043,1.0154404526240062
Louvain,1.0,k-NN,0.1,5,1.5175851295728524,2.3030646255006513,1.2296483709871253
Louvain,2.0,k-NN,0.1,5,1.5051730676464652,2.2655459635682704,1.2187090215368963
Louvain,3.0,k-NN,0.1,5,1.4886081071336472,2.21595409662402,1.204847188557503
Louvain,4.0,k-NN,0.1,5,1.4807499498194125,2.192620413890193,1.197160960408982
Louvain,1.0,NMF,0.1,5,1.5366565933272773,2.361313485816193,1.2453608315635643
Louvain,2.0,NMF,0.1,5,1.5259147834113658,2.328415926233355,1.23901458176753
Louvain,3.0,NMF,0.1,5,1.5118038866521752,2.2855509916966232,1.228732623913098
Louvain,4.0,NMF,0.1,5,1.5072703438961188,2.271863889588724,1.2252002992366746
Louvain,1.0,Co-Clustering,0.1,5,1.5402018063808214,2.372221604378745,1.2515397576529097
Louvain,2.0,Co-Clustering,0.1,5,1.5266321541114545,2.33060573396698,1.2400375218095157
Louvain,3.0,Co-Clustering,0.1,5,1.5136142319183985,2.291028043065923,1.2295932852534142
Louvain,4.0,Co-Clustering,0.1,5,1.5038884500873866,2.2616804703062416,1.2210294199953857
Louvain,1.0,SlopeOne,0.1,5,1.4850744801994935,2.2054462117397957,1.2114773823880085
Louvain,2.0,SlopeOne,0.1,5,1.4783976563781966,2.1856596303845444,1.205353713200698
Louvain,3.0,SlopeOne,0.1,5,1.4683892544543535,2.1561670025970123,1.1969593357544508
Louvain,4.0,SlopeOne,0.1,5,1.460309397897047,2.132503537586436,1.1898320157159776
Paris,1.0,NormalPredictor,0.1,5,1.507685373729967,2.27311518615927,1.2096198719845404
Paris,2.0,NormalPredictor,0.1,5,1.5142029330275413,2.2928105223892086,1.219013742184854
Paris,3.0,NormalPredictor,0.1,5,1.5175810244095698,2.3030521656479994,1.2213042664057066
Paris,1.0,SVD,0.1,5,1.2378422335858845,1.5322533952488913,1.0166191178577708
Paris,2.0,SVD,0.1,5,1.2358974298465606,1.527442457101334,1.0161296296333127
Paris,3.0,SVD,0.1,5,1.2318931551102408,1.5175607456074636,1.0123996708939178
Paris,1.0,k-NN,0.1,5,1.5221827806511106,2.317040417710747,1.234180193416613
Paris,2.0,k-NN,0.1,5,1.492186092469067,2.226619334558103,1.2093752317614648
Paris,3.0,k-NN,0.1,5,1.4807215369713869,2.192536270050906,1.198436051035568
Paris,1.0,NMF,0.1,5,1.5380363663666674,2.3655558642663816,1.2506025488194454
Paris,2.0,NMF,0.1,5,1.5219060973978142,2.3161981692966456,1.2407391815511877
Paris,3.0,NMF,0.1,5,1.5148975333833248,2.294914536650882,1.2345360529274354
Paris,1.0,Co-Clustering,0.1,5,1.539274145515409,2.369364895052193,1.2513893866367525
Paris,2.0,Co-Clustering,0.1,5,1.5112568790786722,2.2838973545626087,1.2291224662710651
Paris,3.0,Co-Clustering,0.1,5,1.5002360879675238,2.2507083196400997,1.2188577825853255
Paris,1.0,SlopeOne,0.1,5,1.4978041754706475,2.243417348057306,1.2210070751954287
Paris,2.0,SlopeOne,0.1,5,1.48317984660192,2.199822457366095,1.208945274675547
Paris,3.0,SlopeOne,0.1,5,1.4730951863101382,2.170009427930101,1.1996831668555776
Not-Applicable,,NormalPredictor,0.01,1,1.457379518389361,2.1239550606208057,1.1747131621238165
Not-Applicable,,SVD,0.01,1,0.9159513633607008,0.8389669000423265,0.7222762329573101
Not-Applicable,,k-NN,0.01,1,0.9547974011842607,0.9116380773082181,0.7527420020136637
Not-Applicable,,NMF,0.01,1,0.9323111297712771,0.869204042695395,0.7307016836286206
Not-Applicable,,Co-Clustering,0.01,1,0.9289518208141645,0.8629514853939516,0.7344122186300562
Not-Applicable,,SlopeOne,0.01,1,0.9222517397627605,0.8505482714954385,0.7248993015424783
Louvain,1.0,NormalPredictor,0.01,1,1.4926595282373936,2.2280324672378784,1.1851994154717258
Louvain,2.0,NormalPredictor,0.01,1,1.515512977806487,2.296779585899886,1.2163058565468077
Louvain,3.0,NormalPredictor,0.01,1,1.5251717102115054,2.3261487456294883,1.2195718420462274
Louvain,4.0,NormalPredictor,0.01,1,1.5240704755402807,2.322790814413578,1.2192102921714472
Louvain,1.0,SVD,0.01,1,1.2765259258734887,1.6295184394271673,1.0469643778412947
Louvain,2.0,SVD,0.01,1,1.2710539904138094,1.6155782465468682,1.0425200097026712
Louvain,3.0,SVD,0.01,1,1.270079384425454,1.6131016427425402,1.0423643021394478
Louvain,4.0,SVD,0.01,1,1.2639553390810063,1.5975830991913818,1.038165085029786
Louvain,1.0,k-NN,0.01,1,1.465076380197132,2.1464487998115316,1.1992027808385906
Louvain,2.0,k-NN,0.01,1,1.4684364256369016,2.1563055361372796,1.1993810289883673
Louvain,3.0,k-NN,0.01,1,1.4666805703750563,2.1511518955157007,1.192709276207663
Louvain,4.0,k-NN,0.01,1,1.4600035190222977,2.131610275557493,1.18584321249883
Louvain,1.0,NMF,0.01,1,1.5119078111040896,2.2858652292775594,1.2336868638479832
Louvain,2.0,NMF,0.01,1,1.5141416399594578,2.292624905859116,1.2283749352247126
Louvain,3.0,NMF,0.01,1,1.5164354868125023,2.2995765856642705,1.229090604027758
Louvain,4.0,NMF,0.01,1,1.5114778256402905,2.2845652174023003,1.2227085634048624
Louvain,1.0,Co-Clustering,0.01,1,1.5072899912947497,2.2719231178573267,1.2276639817027966
Louvain,2.0,Co-Clustering,0.01,1,1.5055911101706998,2.26680459102504,1.226068116322008
Louvain,3.0,Co-Clustering,0.01,1,1.504185990022848,2.2625754925810155,1.2215295806234803
Louvain,4.0,Co-Clustering,0.01,1,1.495401204224763,2.236224761596872,1.2117937875512788
Louvain,1.0,SlopeOne,0.01,1,1.4913258587971177,2.2240528171169607,1.2182895223243444
Louvain,2.0,SlopeOne,0.01,1,1.4928174441827626,2.2285039216563556,1.2138718972928804
Louvain,3.0,SlopeOne,0.01,1,1.4975622660694157,2.242692740754963,1.217046593569859
Louvain,4.0,SlopeOne,0.01,1,1.4905404230745536,2.221710752819269,1.2097739158794076
Paris,1.0,NormalPredictor,0.01,1,1.5172021442115886,2.301902346400242,1.233003877700943
Paris,2.0,NormalPredictor,0.01,1,1.4947141254436125,2.2341703168006632,1.2048759541242144
Paris,3.0,NormalPredictor,0.01,1,1.4951203587571211,2.2353848871700226,1.202805470383303
Paris,1.0,SVD,0.01,1,1.2788915281991486,1.6355635408995537,1.0509451079307515
Paris,2.0,SVD,0.01,1,1.2775622560806235,1.6321653181618128,1.051196347017721
Paris,3.0,SVD,0.01,1,1.2709948981997539,1.6154280312498026,1.0460271871247786
Paris,1.0,k-NN,0.01,1,1.4468758449132306,2.093449710593375,1.1838751696748249
Paris,2.0,k-NN,0.01,1,1.4390701958010566,2.0709230284428912,1.1738413592247177
Paris,3.0,k-NN,0.01,1,1.4385594398783614,2.069453262063145,1.172739944659725
Paris,1.0,NMF,0.01,1,1.4744642069132796,2.1740446974684065,1.1948498199311375
Paris,2.0,NMF,0.01,1,1.4892650016822997,2.2179102452357804,1.2104311285350384
Paris,3.0,NMF,0.01,1,1.4960433465032514,2.2381456946166476,1.2135608889779845
Paris,1.0,Co-Clustering,0.01,1,1.5161037222688802,2.298570496677554,1.2381860245455483
Paris,2.0,Co-Clustering,0.01,1,1.50310499060454,2.2593246127802744,1.2217405304514144
Paris,3.0,Co-Clustering,0.01,1,1.5005553860034242,2.2516664664638855,1.2178256285350466
Paris,1.0,SlopeOne,0.01,1,1.4764711303630276,2.1799669987954764,1.2047191002234698
Paris,2.0,SlopeOne,0.01,1,1.4857929548305517,2.207580704624102,1.2064716645080238
Paris,3.0,SlopeOne,0.01,1,1.4842883256281445,2.2031118335960005,1.2044656922639412
Not-Applicable,,NormalPredictor,0.01,2,1.5447071062678737,2.386120044154468,1.238087583630262
Not-Applicable,,SVD,0.01,2,0.9178979912627677,0.8425367223642239,0.7213894207408124
Not-Applicable,,k-NN,0.01,2,0.9489486147116395,0.9005034733631396,0.746823401931488
Not-Applicable,,NMF,0.01,2,0.9227426677893855,0.8514540309590723,0.7220675278244415
Not-Applicable,,Co-Clustering,0.01,2,0.9480866613834747,0.8988683174932635,0.732316441844375
Not-Applicable,,SlopeOne,0.01,2,0.9283627698864628,0.8618574325112656,0.7316048297980476
Louvain,1.0,NormalPredictor,0.01,2,1.4976295001240525,2.2428941196418193,1.192958373837175
Louvain,2.0,NormalPredictor,0.01,2,1.4986798356545639,2.2460412497975906,1.1974088412801853
Louvain,3.0,NormalPredictor,0.01,2,1.4956814747205145,2.237063073822133,1.1973499884433063
Louvain,4.0,NormalPredictor,0.01,2,1.4916200850319117,2.224930478070607,1.193122066762326
Louvain,1.0,SVD,0.01,2,1.2398714236346033,1.537281147145698,1.0180032116883828
Louvain,2.0,SVD,0.01,2,1.2289151118827273,1.510232352213736,1.0118966754035266
Louvain,3.0,SVD,0.01,2,1.2277330702802995,1.507328491859891,1.0117558957326078
Louvain,4.0,SVD,0.01,2,1.2277321950157774,1.5073263426782586,1.0109751320470126
Louvain,1.0,k-NN,0.01,2,1.4745471987458143,2.174289441329128,1.1956279032191162
Louvain,2.0,k-NN,0.01,2,1.477539538422666,2.1831230876022647,1.192017302446572
Louvain,3.0,k-NN,0.01,2,1.4808678743955346,2.192969661416749,1.1932054281289866
Louvain,4.0,k-NN,0.01,2,1.482058900893576,2.1964985857178747,1.1930449298353558
Louvain,1.0,NMF,0.01,2,1.496804574370861,2.2404239338575342,1.2132588505344915
Louvain,2.0,NMF,0.01,2,1.5011282454927615,2.253386009416176,1.2165213794248528
Louvain,3.0,NMF,0.01,2,1.5021869078398602,2.256565506085481,1.214203802035632
Louvain,4.0,NMF,0.01,2,1.5078123717081957,2.273498148276294,1.2177297928229376
Louvain,1.0,Co-Clustering,0.01,2,1.5136635770854048,2.291177424594983,1.2374379518235374
Louvain,2.0,Co-Clustering,0.01,2,1.5132821037837958,2.290022725632311,1.2332070361496215
Louvain,3.0,Co-Clustering,0.01,2,1.5159909843104555,2.298228664510584,1.2345294774069582
Louvain,4.0,Co-Clustering,0.01,2,1.5149437182565175,2.2950544694848825,1.2319325652283848
Louvain,1.0,SlopeOne,0.01,2,1.4592320971093629,2.1293583132341887,1.1911371501019772
Louvain,2.0,SlopeOne,0.01,2,1.4677661849534602,2.154337573692835,1.1954236711514175
Louvain,3.0,SlopeOne,0.01,2,1.4727281730540034,2.1689282717069824,1.1999060257536502
Louvain,4.0,SlopeOne,0.01,2,1.4751222848136747,2.175985755153916,1.2017555612789625
Paris,1.0,NormalPredictor,0.01,2,1.505334282117483,2.2660313009181583,1.2133881204590051
Paris,2.0,NormalPredictor,0.01,2,1.521098135242453,2.313739537038068,1.234033667839263
Paris,3.0,NormalPredictor,0.01,2,1.5169260654210126,2.3010646879536742,1.2216739551214224
Paris,1.0,SVD,0.01,2,1.2275471397900968,1.5068719804068473,1.0124871992443154
Paris,2.0,SVD,0.01,2,1.2192338309795672,1.486531134605112,1.0031571248453266
Paris,3.0,SVD,0.01,2,1.2181531038439268,1.483896984404593,1.0037678989576744
Paris,1.0,k-NN,0.01,2,1.476876846603491,2.181165220033471,1.1887479122300533
Paris,2.0,k-NN,0.01,2,1.4207868334274543,2.018635226040813,1.143490503512812
Paris,3.0,k-NN,0.01,2,1.41067657106685,1.9900083881569257,1.1362201420851235
Paris,1.0,NMF,0.01,2,1.4949058693279078,2.234743558151028,1.2111573846787858
Paris,2.0,NMF,0.01,2,1.4559993750615672,2.1199341801796745,1.1819887409919814
Paris,3.0,NMF,0.01,2,1.4499502587588542,2.1023557528748684,1.1789045548928758
Paris,1.0,Co-Clustering,0.01,2,1.5099051396057495,2.2798135306078575,1.232396183238282
Paris,2.0,Co-Clustering,0.01,2,1.4588371563427796,2.1282058487262874,1.1880607073073832
Paris,3.0,Co-Clustering,0.01,2,1.447348875398935,2.094818767118562,1.1787311222058177
Paris,1.0,SlopeOne,0.01,2,1.4577399957834927,2.1250058953068574,1.1827166976698986
Paris,2.0,SlopeOne,0.01,2,1.4317077501066977,2.049787081715582,1.1628389502728187
Paris,3.0,SlopeOne,0.01,2,1.4268471067117412,2.0358926659316667,1.1606067720435003
Not-Applicable,,NormalPredictor,0.01,3,1.5068370634331012,2.2705579357356918,1.2064128769944447
Not-Applicable,,SVD,0.01,3,0.9236947416299502,0.8532119757148204,0.7191947663436961
Not-Applicable,,k-NN,0.01,3,0.9738011183191063,0.9482886180395421,0.7555582296588989
Not-Applicable,,NMF,0.01,3,0.9357136654889955,0.8755600637828518,0.7245148246958857
Not-Applicable,,Co-Clustering,0.01,3,0.9425348521268289,0.8883719474737432,0.7304768919586508
Not-Applicable,,SlopeOne,0.01,3,0.9346623306815779,0.8735936723951192,0.7255679412427084
Louvain,1.0,NormalPredictor,0.01,3,1.5448301967956157,2.386500336931581,1.2285016529264263
Louvain,2.0,NormalPredictor,0.01,3,1.532323937886009,2.348016650618485,1.222561049606005
Louvain,3.0,NormalPredictor,0.01,3,1.5314590397344576,2.345366790384387,1.2227804758367424
Louvain,1.0,SVD,0.01,3,1.257692426446783,1.5817902395415968,1.0414371354731184
Louvain,2.0,SVD,0.01,3,1.251448973384245,1.5661245329844808,1.0321748850393917
Louvain,3.0,SVD,0.01,3,1.2495417730269553,1.5613546425393472,1.0300920652272814
Louvain,1.0,k-NN,0.01,3,1.5386846355511263,2.3675504076811023,1.2496854625556575
Louvain,2.0,k-NN,0.01,3,1.5470793924922148,2.3934546466740807,1.2564700155963069
Louvain,3.0,k-NN,0.01,3,1.541672357596754,2.3767536581779334,1.2489028625565008
Louvain,1.0,NMF,0.01,3,1.5914514119534098,2.5327175966085016,1.3173870806951251
Louvain,2.0,NMF,0.01,3,1.583157113733614,2.506386446765347,1.3065916329513974
Louvain,3.0,NMF,0.01,3,1.5779051551480905,2.4897846786429194,1.2984286484434002
Louvain,1.0,Co-Clustering,0.01,3,1.5766199809255375,2.4857305642536422,1.2988320303566943
Louvain,2.0,Co-Clustering,0.01,3,1.5756223585659213,2.4825858168128367,1.2956240009140028
Louvain,3.0,Co-Clustering,0.01,3,1.5674998392194925,2.4570557459531353,1.2863469113141237
Louvain,1.0,SlopeOne,0.01,3,1.5448404049107136,2.386531876644698,1.2752419169536247
Louvain,2.0,SlopeOne,0.01,3,1.5401398163462185,2.372030653894964,1.26908686044016
Louvain,3.0,SlopeOne,0.01,3,1.5391401615466327,2.368952436885795,1.267246182532398
Paris,1.0,NormalPredictor,0.01,3,1.4902629045896205,2.2208835247958922,1.1907197574967219
Paris,2.0,NormalPredictor,0.01,3,1.533956182822175,2.353021570818378,1.2305138937266238
Paris,1.0,SVD,0.01,3,1.269513917205925,1.6116655859795326,1.0514954600746822
Paris,2.0,SVD,0.01,3,1.2694975277492226,1.6116239729613886,1.050002700629609
Paris,1.0,k-NN,0.01,3,1.5249646943303128,2.3255173189539446,1.243676916580138
Paris,2.0,k-NN,0.01,3,1.5249646943303128,2.3255173189539446,1.243676916580138
Paris,1.0,NMF,0.01,3,1.5669431074727158,2.455310702056251,1.2919980978926378
Paris,2.0,NMF,0.01,3,1.5724662905589102,2.472650234944099,1.2987962118274463
Paris,1.0,Co-Clustering,0.01,3,1.5744404525889308,2.4788627387484374,1.2926636982552813
Paris,2.0,Co-Clustering,0.01,3,1.5699251436505235,2.464664956666117,1.290139125368652
Paris,1.0,SlopeOne,0.01,3,1.5401653927535661,2.3721094370357463,1.265911243211376
Paris,2.0,SlopeOne,0.01,3,1.5401653927535661,2.3721094370357463,1.265911243211376
Not-Applicable,,NormalPredictor,0.01,4,1.5162194268357474,2.2989213503141226,1.2089744994227316
Not-Applicable,,SVD,0.01,4,0.9461805588599311,0.8952576499644915,0.7475777059585846
Not-Applicable,,k-NN,0.01,4,0.9563730676672872,0.9146494445593375,0.764022675928943
Not-Applicable,,NMF,0.01,4,0.957645035408059,0.9170840138417026,0.7648016321451739
Not-Applicable,,Co-Clustering,0.01,4,0.9461749756694144,0.8952470845830169,0.7468128523592951
Not-Applicable,,SlopeOne,0.01,4,0.9471601638623293,0.8971123760077144,0.7528351483995739
Louvain,1.0,NormalPredictor,0.01,4,1.4920147484636461,2.2261080096330375,1.1830072740684023
Louvain,2.0,NormalPredictor,0.01,4,1.5070029206492748,2.2710578028454442,1.1983842569330405
Louvain,3.0,NormalPredictor,0.01,4,1.4993488214489172,2.2480468883802573,1.195720718808752
Louvain,1.0,SVD,0.01,4,1.2777895034161513,1.6327460150404944,1.0491500864079417
Louvain,2.0,SVD,0.01,4,1.2615504969728066,1.5915096564123354,1.0372913605521883
Louvain,3.0,SVD,0.01,4,1.2591782808168837,1.5855299428809628,1.035457231529256
Louvain,1.0,k-NN,0.01,4,1.5042231774353232,2.26268736753362,1.206897230329535
Louvain,2.0,k-NN,0.01,4,1.4946660470415876,2.234026592178925,1.2029776080281178
Louvain,3.0,k-NN,0.01,4,1.4877522854392753,2.213406862829787,1.1968640248936366
Louvain,1.0,NMF,0.01,4,1.5398804949625329,2.3712319387660554,1.256468694948936
Louvain,2.0,NMF,0.01,4,1.529937171826076,2.340707749735172,1.2527878239700632
Louvain,3.0,NMF,0.01,4,1.526284355405935,2.329543933556911,1.2460017662388412
Louvain,1.0,Co-Clustering,0.01,4,1.5450910058813079,2.387306216455312,1.2620160005644734
Louvain,2.0,Co-Clustering,0.01,4,1.530162620778248,2.3413976460269565,1.2480597899776615
Louvain,3.0,Co-Clustering,0.01,4,1.5215282326085746,2.315048162624973,1.2382911838512138
Louvain,1.0,SlopeOne,0.01,4,1.5175727089806845,2.3030269270429735,1.2407414891322166
Louvain,2.0,SlopeOne,0.01,4,1.5119783078598248,2.286078403438659,1.2349414932322536
