community_detector,used_communities,community,algorithm_rec,test_size,split_id,train_runtime,test_runtime
Paris,2.0,1.0,SVD,0.25,1,0.1777653694152832,0.0
Paris,2.0,99.0,SVD,0.25,1,0.7134499549865723,0.18724656105041504
Paris,3.0,2.0,SVD,0.25,1,0.15633916854858398,0.0
Paris,3.0,1.0,SVD,0.25,1,0.16276216506958008,0.0
Paris,3.0,0.0,SVD,0.25,1,0.5930564403533936,0.0
Paris,1.0,2.0,k-NN,0.25,1,0.02298426628112793,0.0
Paris,1.0,99.0,k-NN,0.25,1,0.23937106132507324,2.30810546875
Paris,2.0,2.0,k-NN,0.25,1,0.01500701904296875,0.0
Paris,2.0,1.0,k-NN,0.25,1,0.029402494430541992,0.0
Paris,2.0,99.0,k-NN,0.25,1,0.20464468002319336,1.9005351066589355
Paris,3.0,2.0,k-NN,0.25,1,0.014606714248657227,0.0
Paris,3.0,1.0,k-NN,0.25,1,0.008065462112426758,0.0
Paris,3.0,0.0,k-NN,0.25,1,0.09686017036437988,0.0
Paris,1.0,2.0,NMF,0.25,1,0.2677650451660156,0.0
Paris,1.0,99.0,NMF,0.25,1,1.0539414882659912,0.1763768196105957
Paris,2.0,2.0,NMF,0.25,1,0.2840571403503418,0.0010018348693847656
Paris,2.0,1.0,NMF,0.25,1,0.2785987854003906,0.0
Paris,2.0,99.0,NMF,0.25,1,1.0661945343017578,0.16942834854125977
Paris,3.0,2.0,NMF,0.25,1,0.26836657524108887,0.0
Paris,3.0,1.0,NMF,0.25,1,0.27034759521484375,0.0
Paris,3.0,0.0,NMF,0.25,1,0.8244411945343018,0.0
Paris,1.0,2.0,Co-Clustering,0.25,1,0.38016295433044434,0.0
Paris,1.0,99.0,Co-Clustering,0.25,1,1.482621669769287,0.16296982765197754
Paris,2.0,2.0,Co-Clustering,0.25,1,0.34417057037353516,0.0
Paris,2.0,1.0,Co-Clustering,0.25,1,0.39034342765808105,0.0
Paris,2.0,99.0,Co-Clustering,0.25,1,1.5422394275665283,0.35243940353393555
Paris,3.0,2.0,Co-Clustering,0.25,1,0.44179248809814453,0.0010006427764892578
Paris,3.0,1.0,Co-Clustering,0.25,1,0.5168540477752686,0.0
Paris,3.0,0.0,Co-Clustering,0.25,1,1.2536180019378662,0.0
Paris,1.0,2.0,SlopeOne,0.25,1,0.13114714622497559,0.0
Paris,1.0,99.0,SlopeOne,0.25,1,0.4265909194946289,1.3074378967285156
Paris,2.0,2.0,SlopeOne,0.25,1,0.11874175071716309,0.0010013580322265625
Paris,2.0,1.0,SlopeOne,0.25,1,0.06571841239929199,0.0
Paris,2.0,99.0,SlopeOne,0.25,1,0.41376352310180664,1.45546555519104
Paris,3.0,2.0,SlopeOne,0.25,1,0.0764927864074707,0.0
Paris,3.0,1.0,SlopeOne,0.25,1,0.08437323570251465,0.0
Paris,3.0,0.0,SlopeOne,0.25,1,0.33425092697143555,0.0
Not-Applicable,,,NormalPredictor,0.25,2,0.14748334884643555,0.17313051223754883
Not-Applicable,,,SVD,0.25,2,1.0052080154418945,0.20760416984558105
Not-Applicable,,,k-NN,0.25,2,0.3304603099822998,4.27719783782959
Not-Applicable,,,NMF,0.25,2,1.4635918140411377,0.28276705741882324
Not-Applicable,,,Co-Clustering,0.25,2,1.7830252647399902,0.13811588287353516
Not-Applicable,,,SlopeOne,0.25,2,0.49640893936157227,3.1369242668151855
Louvain,1.0,2.0,NormalPredictor,0.25,2,0.007866859436035156,0.0058672428131103516
Louvain,1.0,99.0,NormalPredictor,0.25,2,0.09421110153198242,1.0969882011413574
