dataset,similarity_metric,community_detector,algorithm_rec,test_size,split_id,rmse,mse,mae
ml-100k,l1,Not-Applicable,Co-Clustering,0.25,1,0.973294682137959,0.9473025382780306,0.7600689954677418
ml-100k,l1,Louvain,SVD,0.25,1,1.230861491445324,1.5150200111230072,0.9971441502225382
ml-100k,l1,Louvain,k-NN,0.25,1,1.295580839313868,1.6785297111972264,1.0446753932396486
ml-100k,l1,Louvain,NMF,0.25,1,1.3716824422462925,1.8815127223667536,1.1089547244638243
ml-100k,l1,Louvain,Co-Clustering,0.25,1,1.3466267467836197,1.813403595153035,1.0842814204884992
ml-100k,l1,Paris,SVD,0.25,1,1.2015449934918716,1.4437103713853816,0.9732671377816565
ml-100k,l1,Paris,k-NN,0.25,1,1.3294378733823375,1.7674050591833523,1.0531786043965967
ml-100k,l1,Paris,NMF,0.25,1,1.3734456024870925,1.8863528229911322,1.1072508855100753
ml-100k,l1,Paris,Co-Clustering,0.25,1,1.347953957639957,1.8169798719172234,1.0798000017323675
ml-100k,l1,Surprise,SVD,0.25,1,1.221818814043939,1.4928412143517378,0.9872170673588933
ml-100k,l1,Surprise,k-NN,0.25,1,1.2466617018969257,1.5541653989765392,1.0002400754799126
ml-100k,l1,Surprise,NMF,0.25,1,1.2758566734955255,1.6278102513030677,1.026108800605122
ml-100k,l1,Surprise,Co-Clustering,0.25,1,1.2878647747028138,1.6585956779203292,1.030527268302199
ml-100k,l2,Not-Applicable,SVD,0.25,1,0.941277042348627,0.886002470452579,0.7407955507910355
ml-100k,l2,Not-Applicable,k-NN,0.25,1,0.9819266427761725,0.964179931793685,0.7751627075533745
ml-100k,l2,Not-Applicable,NMF,0.25,1,0.9703303654839026,0.941541018180124,0.7604050504470199
ml-100k,l2,Not-Applicable,Co-Clustering,0.25,1,0.9677895628808836,0.9366166380211718,0.7545220842917794
ml-100k,l2,Louvain,SVD,0.25,1,1.2357195704606967,1.5270028568195686,1.0004472145511718
ml-100k,l2,Louvain,k-NN,0.25,1,1.3052301554023296,1.7036257585715895,1.0517389162438167
ml-100k,l2,Louvain,NMF,0.25,1,1.3796584963495724,1.9034575665495632,1.1134641085981043
ml-100k,l2,Louvain,Co-Clustering,0.25,1,1.3694575059284384,1.875413860543739,1.099980164954811
ml-100k,l2,Paris,SVD,0.25,1,1.2289173295669575,1.510237802909982,0.996386409514245
ml-100k,l2,Paris,k-NN,0.25,1,1.3007053477518455,1.6918344016702493,1.0457614523728576
ml-100k,l2,Paris,NMF,0.25,1,1.380638048298411,1.9061614204092459,1.1143841423320942
ml-100k,l2,Paris,Co-Clustering,0.25,1,1.3640928900314544,1.8607494126343658,1.0963147287465917
ml-100k,l2,Surprise,SVD,0.25,1,1.2382879234092485,1.5333569812611891,1.0009553578349948
ml-100k,l2,Surprise,k-NN,0.25,1,1.266715572858683,1.6045683425227015,1.0140396715360394
ml-100k,l2,Surprise,NMF,0.25,1,1.3118477859698878,1.7209446135540967,1.0540033766045147
ml-100k,l2,Surprise,Co-Clustering,0.25,1,1.2971284511425762,1.682542218763539,1.0385350227677594
ml-100k,euclidean,Not-Applicable,SVD,0.25,2,0.9391047015611875,0.8819176404943271,0.7404326243859504
ml-100k,euclidean,Not-Applicable,k-NN,0.25,2,0.9793104795209296,0.9590490152995131,0.7746076863698281
ml-100k,euclidean,Not-Applicable,NMF,0.25,2,0.9622602136893508,0.925944718849475,0.7561081967962163
ml-100k,euclidean,Not-Applicable,Co-Clustering,0.25,2,0.9659171772633354,0.9329959933323697,0.7575650196784451
ml-100k,euclidean,Louvain,SVD,0.25,2,1.2300758886726784,1.5130866918938797,0.9978801505724694
ml-100k,euclidean,Louvain,k-NN,0.25,2,1.2809473457181273,1.6408261025023156,1.0330936003340776
ml-100k,euclidean,Louvain,NMF,0.25,2,1.373797717718035,1.8873201692072814,1.1092434822972723
ml-100k,euclidean,Louvain,Co-Clustering,0.25,2,1.3465908663004051,1.8133069612036756,1.084637477786691
ml-100k,euclidean,Paris,SVD,0.25,2,1.2385530641048381,1.5340136926034833,1.0052472242988502
ml-100k,euclidean,Paris,k-NN,0.25,2,1.264401478071635,1.5987110977497354,1.020341816687206
ml-100k,euclidean,Paris,NMF,0.25,2,1.349855372438795,1.8221095265018779,1.0946168847034525
ml-100k,euclidean,Paris,Co-Clustering,0.25,2,1.338373728092295,1.7912442360476681,1.0805534082757724
ml-100k,euclidean,Surprise,SVD,0.25,2,1.232655926413168,1.5194406329215056,0.995827837523951
ml-100k,euclidean,Surprise,k-NN,0.25,2,1.2658546788919987,1.6023880680727651,1.0152028955216341
ml-100k,euclidean,Surprise,NMF,0.25,2,1.3086020800193143,1.712439403830876,1.0541452354880803
ml-100k,euclidean,Surprise,Co-Clustering,0.25,2,1.293448372332479,1.673008691889539,1.0405337806639048
ml-100k,cosine,Not-Applicable,SVD,0.25,2,0.9381946504053645,0.8802092020492442,0.7397879822290416
ml-100k,cosine,Not-Applicable,k-NN,0.25,2,0.9793104795209296,0.9590490152995131,0.7746076863698281
ml-100k,cosine,Not-Applicable,NMF,0.25,2,0.9665040895610179,0.9341301551381721,0.7616247350831635
ml-100k,cosine,Not-Applicable,Co-Clustering,0.25,2,0.9699416342962036,0.9407867739411904,0.7613023561563603
ml-100k,cosine,Louvain,SVD,0.25,2,1.2251182091332713,1.5009146263499138,0.9930860096465254
ml-100k,cosine,Louvain,k-NN,0.25,2,1.2892060893452963,1.662052340804992,1.0375349805012906
ml-100k,cosine,Louvain,NMF,0.25,2,1.3649602517640913,1.8631164888958915,1.1042404765674239
ml-100k,cosine,Louvain,Co-Clustering,0.25,2,1.356800422663352,1.8409073869394508,1.093292613353575
ml-100k,cosine,Paris,SVD,0.25,2,1.2371106941602112,1.5304428696055596,1.0028967209285196
ml-100k,cosine,Paris,k-NN,0.25,2,1.2659095102527012,1.602526888148234,1.0216775453244678
ml-100k,cosine,Paris,NMF,0.25,2,1.3544365579018072,1.8344983893808957,1.0940098244549052
ml-100k,cosine,Paris,Co-Clustering,0.25,2,1.341157404535558,1.7987031837405545,1.0803115925996847
ml-100k,cosine,Surprise,SVD,0.25,2,1.2152519404753466,1.4768372788290955,0.9844950096541593
ml-100k,cosine,Surprise,k-NN,0.25,2,1.3107568706332353,1.718083573912232,1.047160923711193
ml-100k,cosine,Surprise,NMF,0.25,2,1.3611450594668935,1.8527158729111328,1.09836558647956
ml-100k,cosine,Surprise,Co-Clustering,0.25,2,1.346585954760009,1.8132937335569248,1.0807623900169183
ml-100k,l1,Not-Applicable,SVD,0.25,2,0.9419371462354488,0.8872455874581813,0.7418384960075489
ml-100k,l1,Not-Applicable,k-NN,0.25,2,0.9793104795209296,0.9590490152995131,0.7746076863698281
ml-100k,l1,Not-Applicable,NMF,0.25,2,0.9570342250875975,0.9159145079890182,0.7528335343074816
ml-100k,l1,Not-Applicable,Co-Clustering,0.25,2,0.9637278125871307,0.9287712967539757,0.7570273842415435
ml-100k,l1,Louvain,SVD,0.25,2,1.231371769325231,1.5162764342911499,0.9990304246972204
ml-100k,l1,Louvain,k-NN,0.25,2,1.2788564269318603,1.6354737607049246,1.0300597839549333
ml-100k,l1,Louvain,NMF,0.25,2,1.3674471554246448,1.8699117228789526,1.1057243794220737
ml-100k,l1,Louvain,Co-Clustering,0.25,2,1.3421865497805858,1.8014647344119128,1.084987957127239
ml-100k,l1,Paris,SVD,0.25,2,1.2040266801667958,1.4496802465534755,0.9740540701408593
ml-100k,l1,Paris,k-NN,0.25,2,1.3170521894274954,1.7346264696757594,1.046907878846289
ml-100k,l1,Paris,NMF,0.25,2,1.3594948620096996,1.8482262798307723,1.0961254727797212
ml-100k,l1,Paris,Co-Clustering,0.25,2,1.3326301922473012,1.7759032292890786,1.0678026833752958
ml-100k,l1,Surprise,SVD,0.25,2,1.2301678078520004,1.5133128354753962,0.9948051008810546
ml-100k,l1,Surprise,k-NN,0.25,2,1.259080898339444,1.5852847085632609,1.0097219259133987
ml-100k,l1,Surprise,NMF,0.25,2,1.314016162865092,1.7266384762706997,1.0555315844504172
ml-100k,l1,Surprise,Co-Clustering,0.25,2,1.2845305762087345,1.650018801215143,1.0333247567369983
ml-100k,l2,Not-Applicable,SVD,0.25,2,0.9406783352713084,0.8848757304488002,0.7430265020153011
ml-100k,l2,Not-Applicable,k-NN,0.25,2,0.9793104795209296,0.9590490152995131,0.7746076863698281
ml-100k,l2,Not-Applicable,NMF,0.25,2,0.96144314131196,0.9243729139758093,0.7557607098392037
ml-100k,l2,Not-Applicable,Co-Clustering,0.25,2,0.9657984251439131,0.9327665980104628,0.759689414498025
ml-100k,l2,Louvain,SVD,0.25,2,1.2304480748771267,1.5140024649688273,0.999052437722526
ml-100k,l2,Louvain,k-NN,0.25,2,1.2801744810596316,1.6388467019562971,1.0316138244321582
ml-100k,l2,Louvain,NMF,0.25,2,1.3714212648687927,1.8807962857343195,1.1086715288797486
ml-100k,l2,Louvain,Co-Clustering,0.25,2,1.3469556887790306,1.8142896275341929,1.0861861747508914
ml-100k,l2,Paris,SVD,0.25,2,1.2378674304525177,1.5323157753751189,1.0040733592922182
ml-100k,l2,Paris,k-NN,0.25,2,1.264401478071635,1.5987110977497354,1.020341816687206
ml-100k,l2,Paris,NMF,0.25,2,1.3487946918794222,1.8192471208421057,1.0934132435046275
ml-100k,l2,Paris,Co-Clustering,0.25,2,1.3367270588024254,1.7868392297345828,1.078716825029402
ml-100k,l2,Surprise,SVD,0.25,2,1.2242636497385997,1.4988214840712768,0.9901796265849421
ml-100k,l2,Surprise,k-NN,0.25,2,1.2604562447610697,1.5887499449571776,1.0122137607846753
ml-100k,l2,Surprise,NMF,0.25,2,1.3072491397590043,1.7089003134006568,1.0534258685069169
ml-100k,l2,Surprise,Co-Clustering,0.25,2,1.2980273578345278,1.6848750216868855,1.0422872397806804
ml-100k,euclidean,Not-Applicable,SVD,0.25,3,0.9394721091049937,0.8826078437861851,0.7400611600718887
ml-100k,euclidean,Not-Applicable,k-NN,0.25,3,0.9817352791961946,0.9638041584184301,0.7733910429236552
ml-100k,euclidean,Not-Applicable,NMF,0.25,3,0.9649630485139585,0.9311536849973523,0.7572407774154466
ml-100k,euclidean,Not-Applicable,Co-Clustering,0.25,3,0.9628195363846166,0.927021459643888,0.7526359738553515
ml-100k,euclidean,Louvain,SVD,0.25,3,1.2399792414597717,1.5375485192511509,1.0041286164093415
ml-100k,euclidean,Louvain,k-NN,0.25,3,1.295983643715356,1.6795736047777308,1.0405364194820934
ml-100k,euclidean,Louvain,NMF,0.25,3,1.3886639633143905,1.9283876030080307,1.120319631158636
ml-100k,euclidean,Louvain,Co-Clustering,0.25,3,1.3696250266631098,1.875872713661924,1.0999399429681085
ml-100k,euclidean,Paris,SVD,0.25,3,1.2113612824111333,1.4673961565247455,0.977561348415389
ml-100k,euclidean,Paris,k-NN,0.25,3,1.3369237589976979,1.7873651373725348,1.0615831950832113
ml-100k,euclidean,Paris,NMF,0.25,3,1.381972971491354,1.9098492939326428,1.1155918908702376
ml-100k,euclidean,Paris,Co-Clustering,0.25,3,1.354284515922251,1.8340865500667656,1.0867275508848528
ml-100k,euclidean,Surprise,SVD,0.25,3,1.226210698355264,1.5035926767609042,0.9882225412488587
ml-100k,euclidean,Surprise,k-NN,0.25,3,1.2577598468331834,1.581959832305833,1.0072408979195204
ml-100k,euclidean,Surprise,NMF,0.25,3,1.2974989554893237,1.683503539495886,1.0436322530512285
ml-100k,euclidean,Surprise,Co-Clustering,0.25,3,1.295933815213338,1.679444453413398,1.0368782736060698
ml-100k,cosine,Not-Applicable,SVD,0.25,3,0.9396557807950907,0.8829529863816317,0.7391413725097606
ml-100k,cosine,Not-Applicable,k-NN,0.25,3,0.9817352791961946,0.9638041584184301,0.7733910429236552
ml-100k,cosine,Not-Applicable,NMF,0.25,3,0.9653875984348889,0.9319732152118821,0.7573913768309313
ml-100k,cosine,Not-Applicable,Co-Clustering,0.25,3,0.9730891408042701,0.9469024759511927,0.7601128616698404
ml-100k,cosine,Louvain,SVD,0.25,3,1.2351194621352395,1.5255200857452433,1.000162654799169
ml-100k,cosine,Louvain,k-NN,0.25,3,1.2987984944177056,1.6868775291016989,1.045659871003887
ml-100k,cosine,Louvain,NMF,0.25,3,1.3790437888254152,1.9017617714979564,1.1126027124097886
ml-100k,cosine,Louvain,Co-Clustering,0.25,3,1.3654589856268797,1.8644782414291872,1.0979025296062077
ml-100k,cosine,Paris,SVD,0.25,3,1.2494177095508854,1.5610446129393805,1.0105234105089624
ml-100k,cosine,Paris,k-NN,0.25,3,1.291784199917054,1.6687064191553438,1.0389225462724059
ml-100k,cosine,Paris,NMF,0.25,3,1.3690983367087737,1.8744302555787307,1.1056770554992867
ml-100k,cosine,Paris,Co-Clustering,0.25,3,1.3630672621043998,1.8579523610207846,1.0935949669995106
ml-100k,cosine,Surprise,SVD,0.25,3,1.2246158695953018,1.499684028064657,0.9879570970683518
ml-100k,cosine,Surprise,k-NN,0.25,3,1.3179211630337386,1.7369161919722023,1.057105510366605
ml-100k,cosine,Surprise,NMF,0.25,3,1.367559230586817,1.870218249163207,1.1022668164136298
ml-100k,cosine,Surprise,Co-Clustering,0.25,3,1.3549670308219064,1.8359356546143328,1.0888594638733633
ml-100k,l1,Not-Applicable,SVD,0.25,3,0.9410397126183293,0.8855557407247877,0.7409090953605976
ml-100k,l1,Not-Applicable,k-NN,0.25,3,0.9817352791961946,0.9638041584184301,0.7733910429236552
ml-100k,l1,Not-Applicable,NMF,0.25,3,0.965201680328406,0.9316142837087785,0.7567872575361149
ml-100k,l1,Not-Applicable,Co-Clustering,0.25,3,0.9748065121962706,0.9502477362202578,0.7619818632487241
ml-100k,l1,Louvain,SVD,0.25,3,1.2380421246446727,1.532748302394695,1.0034082569554341
ml-100k,l1,Louvain,k-NN,0.25,3,1.2798344061868028,1.637976107259526,1.0321073046858615
ml-100k,l1,Louvain,NMF,0.25,3,1.3631733530893007,1.8582415905727274,1.0994765130996293
ml-100k,l1,Louvain,Co-Clustering,0.25,3,1.3564115901361842,1.8398524018557716,1.0918387356865125
ml-100k,l1,Paris,SVD,0.25,3,1.213412420834654,1.4723697030358154,0.9784751872924609
ml-100k,l1,Paris,k-NN,0.25,3,1.3345254796231285,1.7809582557633414,1.0595090105340899
ml-100k,l1,Paris,NMF,0.25,3,1.3747756601872945,1.8900081158434114,1.1071716586806875
ml-100k,l1,Paris,Co-Clustering,0.25,3,1.3583446351367852,1.845100147804886,1.0855532122059324
ml-100k,l1,Surprise,SVD,0.25,3,1.2331733685484274,1.5207165568970753,0.9951446088256061
ml-100k,l1,Surprise,k-NN,0.25,3,1.2587194656007334,1.5843746930821963,1.0087515509514895
ml-100k,l1,Surprise,NMF,0.25,3,1.3002786759323772,1.6907246350844563,1.0426033071922893
ml-100k,l1,Surprise,Co-Clustering,0.25,3,1.2871190340489433,1.6566754078110848,1.0294543763042543
ml-100k,l2,Not-Applicable,SVD,0.25,3,0.9418160858443766,0.8870175395552222,0.740879945548607
ml-100k,l2,Not-Applicable,k-NN,0.25,3,0.9817352791961946,0.9638041584184301,0.7733910429236552
ml-100k,l2,Not-Applicable,NMF,0.25,3,0.9608345983740193,0.923203125432563,0.7524515079945123
ml-100k,l2,Not-Applicable,Co-Clustering,0.25,3,0.9641681009866359,0.9296201269601757,0.7525787085539999
ml-100k,l2,Louvain,SVD,0.25,3,1.2406464277485085,1.5392035586851354,1.004553045384261
ml-100k,l2,Louvain,k-NN,0.25,3,1.3015138021260406,1.6939381771245823,1.0446476446509343
ml-100k,l2,Louvain,NMF,0.25,3,1.3761002672955895,1.8936519456509933,1.1128368759442098
ml-100k,l2,Louvain,Co-Clustering,0.25,3,1.3695725699951118,1.8757290244830156,1.0997127367205912
ml-100k,l2,Paris,SVD,0.25,3,1.2132532847763111,1.4719835330205084,0.9790200768501442
ml-100k,l2,Paris,k-NN,0.25,3,1.3369237589976979,1.7873651373725348,1.0615831950832113
ml-100k,l2,Paris,NMF,0.25,3,1.3793406391318672,1.9025805987607078,1.1134738474614194
ml-100k,l2,Paris,Co-Clustering,0.25,3,1.352108843109787,1.8281983236156862,1.0849067908853154
ml-100k,l2,Surprise,SVD,0.25,3,1.2312775768274227,1.51604447119801,0.9922369128496704
ml-100k,l2,Surprise,k-NN,0.25,3,1.263929760661468,1.5975184398857554,1.012878865773356
ml-100k,l2,Surprise,NMF,0.25,3,1.2977709463555989,1.6842094292047065,1.040986085716367
ml-100k,l2,Surprise,Co-Clustering,0.25,3,1.286262345069417,1.6544708203434764,1.0291938788623474
ml-100k,euclidean,Not-Applicable,SVD,0.25,4,0.9375722755121175,0.87904177180897,0.741546915327673
ml-100k,euclidean,Not-Applicable,k-NN,0.25,4,0.9772385415864628,0.9549951671620369,0.7724338158428391
ml-100k,euclidean,Not-Applicable,NMF,0.25,4,0.9649225101192163,0.931075450534769,0.7587467556999183
ml-100k,euclidean,Not-Applicable,Co-Clustering,0.25,4,0.965629331976616,0.9324400067736057,0.7583813102210273
ml-100k,euclidean,Louvain,SVD,0.25,4,1.2236445769354158,1.4973060506634528,0.9900158764353111
ml-100k,euclidean,Louvain,k-NN,0.25,4,1.2761693332044046,1.6286081670113746,1.0245398488155464
ml-100k,euclidean,Louvain,NMF,0.25,4,1.3580044930653217,1.844176203185601,1.0949489870154105
ml-100k,euclidean,Louvain,Co-Clustering,0.25,4,1.336155237160254,1.785310817790775,1.0739670172755882
ml-100k,euclidean,Paris,SVD,0.25,4,1.1847583002348017,1.4036522299752563,0.9596548215944707
ml-100k,euclidean,Paris,k-NN,0.25,4,1.316938532319738,1.7343270979084655,1.043540135324777
ml-100k,euclidean,Paris,NMF,0.25,4,1.3576554218971968,1.8432282446068553,1.0937642059267134
ml-100k,euclidean,Paris,Co-Clustering,0.25,4,1.330881447496035,1.7712454272891418,1.065690700492251
ml-100k,euclidean,Surprise,SVD,0.25,4,1.2128428677984486,1.4709878219695653,0.9798104155142182
ml-100k,euclidean,Surprise,k-NN,0.25,4,1.2467218597098868,1.5543153954784785,1.0002667610837583
ml-100k,euclidean,Surprise,NMF,0.25,4,1.3001950996047602,1.6905072970362325,1.0441485538895134
ml-100k,euclidean,Surprise,Co-Clustering,0.25,4,1.2786561155730063,1.634961461892249,1.025484676765094
ml-100k,cosine,Not-Applicable,SVD,0.25,4,0.9336689886890411,0.8717377804396168,0.7369139456308506
ml-100k,cosine,Not-Applicable,k-NN,0.25,4,0.9772385415864628,0.9549951671620369,0.7724338158428391
ml-100k,cosine,Not-Applicable,NMF,0.25,4,0.9635415868309345,0.9284123895526754,0.7588755099968433
ml-100k,cosine,Not-Applicable,Co-Clustering,0.25,4,0.9735088728459912,0.9477195255098722,0.7648437452104329
ml-100k,cosine,Louvain,SVD,0.25,4,1.2198250336297314,1.487973112669775,0.9873178542210682
ml-100k,cosine,Louvain,k-NN,0.25,4,1.2943013964020327,1.6752161047282514,1.0379637787033689
ml-100k,cosine,Louvain,NMF,0.25,4,1.36623324628838,1.866593283263685,1.1022248196971929
ml-100k,cosine,Louvain,Co-Clustering,0.25,4,1.356249283852495,1.839412119950406,1.089870493059536
ml-100k,cosine,Paris,SVD,0.25,4,1.2275822184248164,1.5069581029927934,0.9929699322866096
ml-100k,cosine,Paris,k-NN,0.25,4,1.2757789925381813,1.6276120378017367,1.0258925226671156
ml-100k,cosine,Paris,NMF,0.25,4,1.3596770314001558,1.8487216297171403,1.096768189178034
ml-100k,cosine,Paris,Co-Clustering,0.25,4,1.333930052570193,1.7793693851499175,1.072298675508096
ml-100k,cosine,Surprise,SVD,0.25,4,1.2015563636681252,1.4437376950713683,0.9724954766233519
ml-100k,cosine,Surprise,k-NN,0.25,4,1.3137433238240472,1.7259215208922554,1.0469028060510055
ml-100k,cosine,Surprise,NMF,0.25,4,1.3649868335835589,1.8631890558564703,1.0978501875170592
ml-100k,cosine,Surprise,Co-Clustering,0.25,4,1.3384760054775626,1.7915180172391723,1.0725148500448856
ml-100k,l1,Not-Applicable,SVD,0.25,4,0.9333141890192299,0.8710753754246229,0.7377628457896561
ml-100k,l1,Not-Applicable,k-NN,0.25,4,0.9772385415864628,0.9549951671620369,0.7724338158428391
ml-100k,l1,Not-Applicable,NMF,0.25,4,0.9636721015449392,0.9286639192960395,0.7594024000802703
ml-100k,l1,Not-Applicable,Co-Clustering,0.25,4,0.9635906670539148,0.9285069736334086,0.7553693235338661
ml-100k,l1,Louvain,SVD,0.25,4,1.2204506289233221,1.4894997376393326,0.9873760826311617
ml-100k,l1,Louvain,k-NN,0.25,4,1.2903199257730258,1.664925510846907,1.0346782325950619
ml-100k,l1,Louvain,NMF,0.25,4,1.369892209596122,1.8766046659121451,1.1064381895906987
ml-100k,l1,Louvain,Co-Clustering,0.25,4,1.3450682864180246,1.809208695127521,1.0805194084503924
ml-100k,l1,Paris,SVD,0.25,4,1.1850427417880798,1.4043262998646098,0.9592380701030554
ml-100k,l1,Paris,k-NN,0.25,4,1.3045899683817577,1.7019549856023153,1.0339570617164986
ml-100k,l1,Paris,NMF,0.25,4,1.3503167486047358,1.8233553215624656,1.086578042105041
ml-100k,l1,Paris,Co-Clustering,0.25,4,1.3276557278865349,1.762669731789925,1.0619032753346231
ml-100k,l1,Surprise,SVD,0.25,4,1.2099857568390682,1.4640655317534124,0.975817278502573
ml-100k,l1,Surprise,k-NN,0.25,4,1.2482739229791868,1.5581877867898486,0.9987176254825338
ml-100k,l1,Surprise,NMF,0.25,4,1.2800474478358204,1.6385214687109972,1.031823235594821
ml-100k,l1,Surprise,Co-Clustering,0.25,4,1.2687019159497872,1.6096045515346606,1.0189267065346295
ml-100k,l2,Not-Applicable,SVD,0.25,4,0.9363296791925083,0.8767132681367454,0.7395662887835958
ml-100k,l2,Not-Applicable,k-NN,0.25,4,0.9772385415864628,0.9549951671620369,0.7724338158428391
ml-100k,l2,Not-Applicable,NMF,0.25,4,0.9654113587950365,0.9320190916904787,0.7596429201045221
ml-100k,l2,Not-Applicable,Co-Clustering,0.25,4,0.9518230611895857,0.9059671398123138,0.7458474086112842
ml-100k,l2,Louvain,SVD,0.25,4,1.2242174199208082,1.4987082912375607,0.9900056969466547
ml-100k,l2,Louvain,k-NN,0.25,4,1.2827771467552151,1.645517208237451,1.029954525210306
ml-100k,l2,Louvain,NMF,0.25,4,1.3618313734638694,1.854584689750489,1.0984459330054404
ml-100k,l2,Louvain,Co-Clustering,0.25,4,1.3388229185629075,1.7924468072693016,1.0757420017231996
ml-100k,l2,Paris,SVD,0.25,4,1.1863140163830144,1.4073409454667989,0.9599751201123563
ml-100k,l2,Paris,k-NN,0.25,4,1.316938532319738,1.7343270979084655,1.043540135324777
ml-100k,l2,Paris,NMF,0.25,4,1.357367954857864,1.8424477648750206,1.0920370695663304
ml-100k,l2,Paris,Co-Clustering,0.25,4,1.3337399409194504,1.778862230003819,1.068663795356273
ml-100k,l2,Surprise,SVD,0.25,4,1.210870819832296,1.4662081423213367,0.9767557677084866
ml-100k,l2,Surprise,k-NN,0.25,4,1.2459166350171667,1.5523082614125,0.9994851407358525
ml-100k,l2,Surprise,NMF,0.25,4,1.2977300058909151,1.6841031681896348,1.041272626605984
ml-100k,l2,Surprise,Co-Clustering,0.25,4,1.286252252472435,1.6544448569904124,1.0312687173166342
ml-100k,euclidean,Not-Applicable,SVD,0.25,5,0.9351620087399867,0.8745279825906069,0.7381749534935391
ml-100k,euclidean,Not-Applicable,k-NN,0.25,5,0.982461578847321,0.9652307539111706,0.7774565532986395
ml-100k,euclidean,Not-Applicable,NMF,0.25,5,0.9645448043082792,0.9303466795180965,0.7581764454425555
ml-100k,euclidean,Not-Applicable,Co-Clustering,0.25,5,0.9665949113662218,0.9343057226790742,0.7569971732020596
ml-100k,euclidean,Louvain,SVD,0.25,5,1.2201792016079873,1.4888372840367055,0.9873209462640641
ml-100k,euclidean,Louvain,k-NN,0.25,5,1.2883968019024417,1.6599663191524394,1.0362150876702478
ml-100k,euclidean,Louvain,NMF,0.25,5,1.3787043223266475,1.9008256084021806,1.1133692557115802
ml-100k,euclidean,Louvain,Co-Clustering,0.25,5,1.3446689336327142,1.808134541076941,1.0799236305913662
ml-100k,euclidean,Paris,SVD,0.25,5,1.2295490822171453,1.5117909455810246,0.993243790496795
ml-100k,euclidean,Paris,k-NN,0.25,5,1.2801073165172072,1.6386747418008851,1.0306010551753257
ml-100k,euclidean,Paris,NMF,0.25,5,1.353796839064454,1.8327658814609067,1.092556377668288
ml-100k,euclidean,Paris,Co-Clustering,0.25,5,1.3368436306725058,1.787150892869647,1.0748769715986106
ml-100k,euclidean,Surprise,SVD,0.25,5,1.2100525706429606,1.4642272237196372,0.9759970420563622
ml-100k,euclidean,Surprise,k-NN,0.25,5,1.262138378248338,1.5929932858473448,1.0091770951036614
ml-100k,euclidean,Surprise,NMF,0.25,5,1.291266420075475,1.6673689676145333,1.0339597263962856
ml-100k,euclidean,Surprise,Co-Clustering,0.25,5,1.264078029138762,1.597893263751337,1.0127450703872283
ml-100k,cosine,Not-Applicable,SVD,0.25,5,0.9358977769217972,0.875904648847162,0.7387559949156197
ml-100k,cosine,Not-Applicable,k-NN,0.25,5,0.982461578847321,0.9652307539111706,0.7774565532986395
ml-100k,cosine,Not-Applicable,NMF,0.25,5,0.9620940168684118,0.9256248972939959,0.7569609267067215
ml-100k,cosine,Not-Applicable,Co-Clustering,0.25,5,0.9618829348097474,0.9252187802782128,0.7527696017766833
ml-100k,cosine,Louvain,SVD,0.25,5,1.219625903587817,1.487487344702399,0.9847815339458704
ml-100k,cosine,Louvain,k-NN,0.25,5,1.2860786257549257,1.6539982316236783,1.033915195386279
ml-100k,cosine,Louvain,NMF,0.25,5,1.3641570533674028,1.860924466252035,1.10197882859374
ml-100k,cosine,Louvain,Co-Clustering,0.25,5,1.3487874120577306,1.8192274829253903,1.0863363609674774
ml-100k,cosine,Paris,SVD,0.25,5,1.1852527762035943,1.4048241434983277,0.9579567163958127
ml-100k,cosine,Paris,k-NN,0.25,5,1.3324998644343764,1.7755558887176315,1.0613701216852307
ml-100k,cosine,Paris,NMF,0.25,5,1.4020405013684598,1.9657175674775225,1.1323931164515992
ml-100k,cosine,Paris,Co-Clustering,0.25,5,1.366222165978911,1.866563006812107,1.0951250605597778
ml-100k,cosine,Surprise,SVD,0.25,5,1.2004327023920571,1.441038672972297,0.9684460419526274
ml-100k,cosine,Surprise,k-NN,0.25,5,1.295919016912505,1.6794060983954735,1.0288973878616525
ml-100k,cosine,Surprise,NMF,0.25,5,1.358627019004061,1.8458673767678613,1.0927404148928388
ml-100k,cosine,Surprise,Co-Clustering,0.25,5,1.335636757539021,1.7839255480893492,1.0681709737961496
ml-100k,l1,Not-Applicable,SVD,0.25,5,0.9348622219993454,0.8739673741215535,0.7379207347907702
ml-100k,l1,Not-Applicable,k-NN,0.25,5,0.982461578847321,0.9652307539111706,0.7774565532986395
ml-100k,l1,Not-Applicable,NMF,0.25,5,0.9648664846011834,0.9309673331066457,0.7580536389449838
ml-100k,l1,Not-Applicable,Co-Clustering,0.25,5,0.9641324395062616,0.9295513609082952,0.7561677311237496
ml-100k,l1,Louvain,SVD,0.25,5,1.2250994980823153,1.500868780201541,0.9907241120924594
ml-100k,l1,Louvain,k-NN,0.25,5,1.2785007646511053,1.634564205213461,1.0285601957906125
ml-100k,l1,Louvain,NMF,0.25,5,1.3610741389913623,1.8525228118310784,1.0998110883621384
ml-100k,l1,Louvain,Co-Clustering,0.25,5,1.3437191790205627,1.805581232067695,1.0810524065219256
ml-100k,l1,Paris,SVD,0.25,5,1.2305501790579887,1.514253743179648,0.9943604230571024
ml-100k,l1,Paris,k-NN,0.25,5,1.2690377336555128,1.61045676944152,1.0234228867794226
