dataset,similarity_metric,community_detector,algorithm_rec,test_size,split_id,rmse,mse,mae
ml-100k,l1,Paris,NMF,0.25,5,1.3454617304475247,1.8102672680988474,1.0854377141905356
ml-100k,l1,Paris,Co-Clustering,0.25,5,1.330847964550152,1.771156304747283,1.0717369119443465
ml-100k,l1,Surprise,SVD,0.25,5,1.2112632315579663,1.4671586161242476,0.9779398502252556
ml-100k,l1,Surprise,k-NN,0.25,5,1.25051952017554,1.5637990703400626,1.004666100017703
ml-100k,l1,Surprise,NMF,0.25,5,1.2830553214422111,1.6462309578811756,1.027601301780185
ml-100k,l1,Surprise,Co-Clustering,0.25,5,1.2797663482548765,1.637801906125622,1.027343827839474
ml-100k,l2,Not-Applicable,SVD,0.25,5,0.9345147161239636,0.8733177546522524,0.7381159767765462
ml-100k,l2,Not-Applicable,k-NN,0.25,5,0.982461578847321,0.9652307539111706,0.7774565532986395
ml-100k,l2,Not-Applicable,NMF,0.25,5,0.9624383509439257,0.926287579367663,0.7553062810472777
ml-100k,l2,Not-Applicable,Co-Clustering,0.25,5,0.9647739986946706,0.9307888685573042,0.7558881187255663
ml-100k,l2,Louvain,SVD,0.25,5,1.225384885393201,1.5015681173501083,0.9911760543831529
ml-100k,l2,Louvain,k-NN,0.25,5,1.2906831697476386,1.6658630446698117,1.0372576689911441
ml-100k,l2,Louvain,NMF,0.25,5,1.366683212240472,1.8678230026199347,1.1028257195361053
ml-100k,l2,Louvain,Co-Clustering,0.25,5,1.3420403675210215,1.8010723480559583,1.0777130855731412
ml-100k,l2,Paris,SVD,0.25,5,1.2294406962759319,1.511524425659448,0.9938670460407908
ml-100k,l2,Paris,k-NN,0.25,5,1.2801073165172072,1.6386747418008851,1.0306010551753257
ml-100k,l2,Paris,NMF,0.25,5,1.3520324942778792,1.8279918655832632,1.0914068170698232
ml-100k,l2,Paris,Co-Clustering,0.25,5,1.33831426069891,1.7910850603900699,1.0765320049385805
ml-100k,l2,Surprise,SVD,0.25,5,1.2102031236920576,1.4645916005940136,0.9770690323138789
ml-100k,l2,Surprise,k-NN,0.25,5,1.253030998586021,1.570086683417481,1.0039081057624692
ml-100k,l2,Surprise,NMF,0.25,5,1.284518511649511,1.649987806770275,1.030485957712262
ml-100k,l2,Surprise,Co-Clustering,0.25,5,1.2762714027778554,1.6288686935485548,1.0241149821152338
ml-100k,euclidean,Not-Applicable,SVD,0.25,6,0.9409634277671685,0.8854121723953393,0.7424964021344076
ml-100k,euclidean,Not-Applicable,k-NN,0.25,6,0.9835048801183053,0.967281849216522,0.7769040506272402
ml-100k,euclidean,Not-Applicable,NMF,0.25,6,0.9679777272680252,0.9369808804869715,0.7618290993093619
ml-100k,euclidean,Not-Applicable,Co-Clustering,0.25,6,0.9762267940244757,0.953018753371306,0.7682297966799119
ml-100k,euclidean,Louvain,SVD,0.25,6,1.2568779025027554,1.579742061799726,1.0170973003212924
ml-100k,euclidean,Louvain,k-NN,0.25,6,1.3097038428487042,1.715324155972663,1.0519213055359506
ml-100k,euclidean,Louvain,NMF,0.25,6,1.3846400257089606,1.9172280007953109,1.1181181135797291
ml-100k,euclidean,Louvain,Co-Clustering,0.25,6,1.3593928928824541,1.8479490372193275,1.0935237198327963
ml-100k,euclidean,Paris,SVD,0.25,6,1.2125903309253903,1.4703753106537476,0.9801215822536207
ml-100k,euclidean,Paris,k-NN,0.25,6,1.3452262357998857,1.8096336254843297,1.0726737962985724
ml-100k,euclidean,Paris,NMF,0.25,6,1.3887209849420037,1.9285459740182886,1.1252808728454429
ml-100k,euclidean,Paris,Co-Clustering,0.25,6,1.357576460480935,1.8430138460519438,1.0888179956363642
ml-100k,euclidean,Surprise,SVD,0.25,6,1.2404304586878097,1.5386677228404497,1.0006380601419886
ml-100k,euclidean,Surprise,k-NN,0.25,6,1.281991053485824,1.643501061217693,1.0286430226591396
ml-100k,euclidean,Surprise,NMF,0.25,6,1.3285087290982878,1.7649354432903477,1.0687556951384414
ml-100k,euclidean,Surprise,Co-Clustering,0.25,6,1.30854890982901,1.7123002494146904,1.05040537190598
ml-100k,cosine,Not-Applicable,SVD,0.25,6,0.9400057684030174,0.8836108446309473,0.7423674976534884
ml-100k,cosine,Not-Applicable,k-NN,0.25,6,0.9835048801183053,0.967281849216522,0.7769040506272402
ml-100k,cosine,Not-Applicable,NMF,0.25,6,0.9633514216777495,0.9280459616485411,0.7590205086122479
ml-100k,cosine,Not-Applicable,Co-Clustering,0.25,6,0.9732798501884273,0.9472736667828074,0.7646357445868442
ml-100k,cosine,Louvain,SVD,0.25,6,1.2497113731766982,1.5617785162471884,1.0110305705127516
ml-100k,cosine,Louvain,k-NN,0.25,6,1.310457488253771,1.7172988285203825,1.0545420517770412
ml-100k,cosine,Louvain,NMF,0.25,6,1.40268355730432,1.9675211619319013,1.13231743157361
ml-100k,cosine,Louvain,Co-Clustering,0.25,6,1.3810766191277335,1.9073726279012906,1.1080500346514042
ml-100k,cosine,Paris,SVD,0.25,6,1.2627687511406447,1.5945849188573034,1.0214424321082216
ml-100k,cosine,Paris,k-NN,0.25,6,1.294341786708945,1.6753206608209041,1.0434586426874468
ml-100k,cosine,Paris,NMF,0.25,6,1.3776176305798082,1.897830336084325,1.1137990096739603
ml-100k,cosine,Paris,Co-Clustering,0.25,6,1.3592104477927847,1.847453041389062,1.0936240809691982
ml-100k,cosine,Surprise,SVD,0.25,6,1.2307284397106084,1.5146924923125085,0.9937895659519201
ml-100k,cosine,Surprise,k-NN,0.25,6,1.329675620914307,1.7680372568538478,1.0651428424873353
ml-100k,cosine,Surprise,NMF,0.25,6,1.3810082717991814,1.9071838467777618,1.1149883716591271
ml-100k,cosine,Surprise,Co-Clustering,0.25,6,1.358617323569823,1.845841031904029,1.0929143525842158
ml-100k,l1,Not-Applicable,SVD,0.25,6,0.9397613355033829,0.8831513677071019,0.7418012001298311
ml-100k,l1,Not-Applicable,k-NN,0.25,6,0.9835048801183053,0.967281849216522,0.7769040506272402
ml-100k,l1,Not-Applicable,NMF,0.25,6,0.966215365334038,0.9335721322075884,0.7595780327337572
ml-100k,l1,Not-Applicable,Co-Clustering,0.25,6,0.9733298962575261,0.9473710869486865,0.7644627112013482
ml-100k,l1,Louvain,SVD,0.25,6,1.2513802276415615,1.5659524741322466,1.0124912677614513
ml-100k,l1,Louvain,k-NN,0.25,6,1.3116248963093018,1.7203598686183865,1.0536242857730538
ml-100k,l1,Louvain,NMF,0.25,6,1.3924121870097426,1.9388116985332544,1.124482571134003
ml-100k,l1,Louvain,Co-Clustering,0.25,6,1.369974403069303,1.8768298650650932,1.1023169358187328
ml-100k,l1,Paris,SVD,0.25,6,1.2536565776620634,1.571654814715357,1.0148019269187893
ml-100k,l1,Paris,k-NN,0.25,6,1.302304789127385,1.6959977637841224,1.0510212802243462
ml-100k,l1,Paris,NMF,0.25,6,1.3873753148345969,1.924810264212397,1.1208853768854103
ml-100k,l1,Paris,Co-Clustering,0.25,6,1.3658335692307604,1.865501338837638,1.0986421737980019
ml-100k,l1,Surprise,SVD,0.25,6,1.2377649057933777,1.5320619620136893,0.997688059583364
ml-100k,l1,Surprise,k-NN,0.25,6,1.283164401733245,1.6465108818754368,1.030355929400137
ml-100k,l1,Surprise,NMF,0.25,6,1.3134906414033125,1.7252576650540852,1.055159313705461
ml-100k,l1,Surprise,Co-Clustering,0.25,6,1.3028765756743943,1.6974873714410355,1.0450002474565065
ml-100k,l2,Not-Applicable,SVD,0.25,6,0.9416617866471956,0.8867269204315884,0.7427623044384201
ml-100k,l2,Not-Applicable,k-NN,0.25,6,0.9835048801183053,0.967281849216522,0.7769040506272402
ml-100k,l2,Not-Applicable,NMF,0.25,6,0.9673184237845237,0.9357049329929754,0.760560713090281
ml-100k,l2,Not-Applicable,Co-Clustering,0.25,6,0.9718893477606627,0.9445689042906464,0.7636850067114903
ml-100k,l2,Louvain,SVD,0.25,6,1.2490810850037637,1.5602035569141794,1.0109120291588451
ml-100k,l2,Louvain,k-NN,0.25,6,1.3109420894323947,1.7185691618453727,1.0543872482855725
ml-100k,l2,Louvain,NMF,0.25,6,1.3893283620600592,1.930233297624487,1.1203335404423214
ml-100k,l2,Louvain,Co-Clustering,0.25,6,1.3599092062505924,1.849353049245116,1.090526132119412
ml-100k,l2,Paris,SVD,0.25,6,1.2134713693558914,1.4725127642464622,0.9805191334865622
ml-100k,l2,Paris,k-NN,0.25,6,1.3452262357998857,1.8096336254843297,1.0726737962985724
ml-100k,l2,Paris,NMF,0.25,6,1.38837659329137,1.9275895647993502,1.12405885745251
ml-100k,l2,Paris,Co-Clustering,0.25,6,1.3623678983030625,1.8560462903267039,1.094850468672029
ml-100k,l2,Surprise,SVD,0.25,6,1.2452097425072073,1.5505473028348655,1.0045460533450021
ml-100k,l2,Surprise,k-NN,0.25,6,1.2858314011228305,1.6533623921135014,1.0326064249110314
ml-100k,l2,Surprise,NMF,0.25,6,1.3159623349889016,1.731756867109442,1.0589347694500553
ml-100k,l2,Surprise,Co-Clustering,0.25,6,1.3093140398186771,1.7143032548663044,1.0498774911648385
ml-100k,euclidean,Not-Applicable,SVD,0.25,7,0.9455851022101377,0.8941311855217565,0.7489054809709548
ml-100k,euclidean,Not-Applicable,k-NN,0.25,7,0.9835188961004869,0.9673094189867203,0.7808117201479405
ml-100k,euclidean,Not-Applicable,NMF,0.25,7,0.9661391652651883,0.9334248866593148,0.7625575054026414
ml-100k,euclidean,Not-Applicable,Co-Clustering,0.25,7,0.9662300054427896,0.9336004234179732,0.7609844851743722
ml-100k,euclidean,Louvain,SVD,0.25,7,1.256448538778438,1.578662930598472,1.0186032913002332
ml-100k,euclidean,Louvain,k-NN,0.25,7,1.3107614760455035,1.7180956470849873,1.0579655816688196
ml-100k,euclidean,Louvain,NMF,0.25,7,1.3956782730556565,1.94791784187962,1.1291527634770298
ml-100k,euclidean,Louvain,Co-Clustering,0.25,7,1.3772387239986128,1.8967865028813273,1.108798575301099
ml-100k,euclidean,Paris,SVD,0.25,7,1.2601371875212928,1.587945731374074,1.0212874272463928
ml-100k,euclidean,Paris,k-NN,0.25,7,1.2978269264531457,1.684354731026819,1.0495489529333835
ml-100k,euclidean,Paris,NMF,0.25,7,1.3703416645813973,1.8778362776877149,1.1080168242681638
ml-100k,euclidean,Paris,Co-Clustering,0.25,7,1.3684850135052329,1.8727512321884172,1.1054241551630566
ml-100k,euclidean,Surprise,SVD,0.25,7,1.2371114011694802,1.5304446189035144,0.998974075335279
ml-100k,euclidean,Surprise,k-NN,0.25,7,1.265421032442915,1.6012903893488926,1.017407448303817
ml-100k,euclidean,Surprise,NMF,0.25,7,1.3114113046207496,1.7197996098870965,1.0587274488131597
ml-100k,euclidean,Surprise,Co-Clustering,0.25,7,1.305739738343581,1.704956264289563,1.0480488382445055
ml-100k,cosine,Not-Applicable,SVD,0.25,7,0.9432517242455891,0.8897238152922768,0.746003717910603
ml-100k,cosine,Not-Applicable,k-NN,0.25,7,0.9835188961004869,0.9673094189867203,0.7808117201479405
ml-100k,cosine,Not-Applicable,NMF,0.25,7,0.968906970004043,0.9387807165224156,0.7649018017593332
ml-100k,cosine,Not-Applicable,Co-Clustering,0.25,7,0.9687320452359895,0.9384417754671034,0.7621596939821752
ml-100k,cosine,Louvain,SVD,0.25,7,1.2408016010753358,1.539588613231117,1.0036921116732558
ml-100k,cosine,Louvain,k-NN,0.25,7,1.327261040804863,1.7616218704384083,1.0676990819511492
ml-100k,cosine,Louvain,NMF,0.25,7,1.4113023578195496,1.9917743451870202,1.139019816983572
ml-100k,cosine,Louvain,Co-Clustering,0.25,7,1.3847272993303743,1.9174696935107922,1.1153810843569771
ml-100k,cosine,Paris,SVD,0.25,7,1.25958988699244,1.586566683413628,1.0197361162041536
ml-100k,cosine,Paris,k-NN,0.25,7,1.2942211133043453,1.6750082901227388,1.0464749084724696
ml-100k,cosine,Paris,NMF,0.25,7,1.3715211541500878,1.8810702762811888,1.1092207658212057
ml-100k,cosine,Paris,Co-Clustering,0.25,7,1.3688431927247113,1.873731686268781,1.1034887390299795
ml-100k,cosine,Surprise,SVD,0.25,7,1.2290118495950573,1.5104701264450637,0.9929888141977466
ml-100k,cosine,Surprise,k-NN,0.25,7,1.3461536405340575,1.8121296239230964,1.0739971646217914
ml-100k,cosine,Surprise,NMF,0.25,7,1.403379835470373,1.969474962604851,1.1314874188139246
ml-100k,cosine,Surprise,Co-Clustering,0.25,7,1.3660446448965178,1.8660779718504534,1.0983951535420224
ml-100k,l1,Not-Applicable,SVD,0.25,7,0.9463428001699666,0.8955646954335333,0.748770710095674
ml-100k,l1,Not-Applicable,k-NN,0.25,7,0.9835188961004869,0.9673094189867203,0.7808117201479405
ml-100k,l1,Not-Applicable,NMF,0.25,7,0.9726395899518623,0.9460277719417267,0.7668834145066284
ml-100k,l1,Not-Applicable,Co-Clustering,0.25,7,0.9676767583636708,0.9363983086772222,0.7625263581807605
ml-100k,l1,Louvain,SVD,0.25,7,1.2481107426339346,1.557780425878232,1.0116179151679523
ml-100k,l1,Louvain,k-NN,0.25,7,1.2955328147891074,1.6784052741953874,1.0484452745509016
ml-100k,l1,Louvain,NMF,0.25,7,1.38770562734317,1.9257269081599013,1.1234315255539182
ml-100k,l1,Louvain,Co-Clustering,0.25,7,1.3764209668133294,1.8945346778833405,1.1088951355339487
ml-100k,l1,Paris,SVD,0.25,7,1.21121327394994,1.4670375949925323,0.9799115223586379
ml-100k,l1,Paris,k-NN,0.25,7,1.3347204809881992,1.7814787623693698,1.0593395919604534
ml-100k,l1,Paris,NMF,0.25,7,1.3802602844970975,1.9051184529600085,1.1143877083355385
ml-100k,l1,Paris,Co-Clustering,0.25,7,1.355849879121047,1.8383288947125573,1.0867771687960368
ml-100k,l1,Surprise,SVD,0.25,7,1.236596817201291,1.5291716883123634,0.998944136082907
ml-100k,l1,Surprise,k-NN,0.25,7,1.2570416437582512,1.5801536941424463,1.0112433065647437
ml-100k,l1,Surprise,NMF,0.25,7,1.2925107297489744,1.6705839865162264,1.0427728883107243
ml-100k,l1,Surprise,Co-Clustering,0.25,7,1.2948254709920752,1.6765730003298494,1.0377441829373684
ml-100k,l2,Not-Applicable,SVD,0.25,7,0.9440424172211371,0.8912160855127276,0.7472005108746131
ml-100k,l2,Not-Applicable,k-NN,0.25,7,0.9835188961004869,0.9673094189867203,0.7808117201479405
ml-100k,l2,Not-Applicable,NMF,0.25,7,0.970739990072366,0.9423361283256972,0.7654110006959876
ml-100k,l2,Not-Applicable,Co-Clustering,0.25,7,0.96749137738928,0.9360395653226062,0.7608643635171684
ml-100k,l2,Louvain,SVD,0.25,7,1.2563421928585095,1.578395705556528,1.018125131334029
ml-100k,l2,Louvain,k-NN,0.25,7,1.302974381839058,1.697742239728875,1.0520630118074508
ml-100k,l2,Louvain,NMF,0.25,7,1.3918165714460304,1.9371533685517834,1.1260349664430653
ml-100k,l2,Louvain,Co-Clustering,0.25,7,1.378329982721823,1.899793541269941,1.1108082777782293
ml-100k,l2,Paris,SVD,0.25,7,1.2606428507767478,1.5892203972145258,1.0222165345652219
ml-100k,l2,Paris,k-NN,0.25,7,1.2978269264531457,1.684354731026819,1.0495489529333835
ml-100k,l2,Paris,NMF,0.25,7,1.3798040085432848,1.9038591019921172,1.1146372076316104
ml-100k,l2,Paris,Co-Clustering,0.25,7,1.367879962413226,1.8710955915716085,1.1026477585788892
ml-100k,l2,Surprise,SVD,0.25,7,1.2421857534500975,1.5430254460743864,1.004512700510804
ml-100k,l2,Surprise,k-NN,0.25,7,1.2649040674999346,1.599982299977879,1.020907431537982
ml-100k,l2,Surprise,NMF,0.25,7,1.3133086538898084,1.7247796203818604,1.0565214699085543
ml-100k,l2,Surprise,Co-Clustering,0.25,7,1.2967375647960586,1.6815283119532125,1.042121275482119
ml-100k,euclidean,Not-Applicable,SVD,0.25,8,0.9367946746049826,0.8775842623682552,0.7399832119929748
ml-100k,euclidean,Not-Applicable,k-NN,0.25,8,0.9841335750974206,0.9685188936340304,0.7776492644796564
ml-100k,euclidean,Not-Applicable,NMF,0.25,8,0.9678165210199848,0.9366688183592267,0.7609115625596932
ml-100k,euclidean,Not-Applicable,Co-Clustering,0.25,8,0.9708421477711741,0.9425344758889462,0.7601295967202187
ml-100k,euclidean,Louvain,SVD,0.25,8,1.2370611720387346,1.5303203433658477,0.9999492396268528
ml-100k,euclidean,Louvain,k-NN,0.25,8,1.2852157804977178,1.651779602440358,1.0334589854382341
ml-100k,euclidean,Louvain,NMF,0.25,8,1.3800837530026688,1.9046311653019312,1.1116631232326737
ml-100k,euclidean,Louvain,Co-Clustering,0.25,8,1.3591834540987058,1.8473796618956886,1.0890238164736716
ml-100k,euclidean,Paris,SVD,0.25,8,1.2461220842557117,1.5528202488697989,1.0069354266154553
ml-100k,euclidean,Paris,k-NN,0.25,8,1.2689112122489241,1.610135664571034,1.0222840302368883
ml-100k,euclidean,Paris,NMF,0.25,8,1.3618153765305099,1.8545411197549342,1.0990304626603478
ml-100k,euclidean,Paris,Co-Clustering,0.25,8,1.3452720024445237,1.809756760561099,1.079239352232895
ml-100k,euclidean,Surprise,SVD,0.25,8,1.2304304319702493,1.5139590479184941,0.9927879609563668
ml-100k,euclidean,Surprise,k-NN,0.25,8,1.2668906429851587,1.6050119012833488,1.0161800625255566
ml-100k,euclidean,Surprise,NMF,0.25,8,1.2993443998325767,1.6882958693762788,1.0451686750853055
ml-100k,euclidean,Surprise,Co-Clustering,0.25,8,1.297713397274881,1.6840600614667132,1.0399722353390366
ml-100k,cosine,Not-Applicable,SVD,0.25,8,0.9376346570837543,0.8791587501645695,0.7407961264747203
ml-100k,cosine,Not-Applicable,k-NN,0.25,8,0.9841335750974206,0.9685188936340304,0.7776492644796564
ml-100k,cosine,Not-Applicable,NMF,0.25,8,0.9665674930903597,0.9342527186989826,0.7603062502518427
ml-100k,cosine,Not-Applicable,Co-Clustering,0.25,8,0.9664920403112733,0.9341068639850479,0.7567451608945601
ml-100k,cosine,Louvain,SVD,0.25,8,1.2355275423111591,1.5265283078094531,0.9983018203609296
ml-100k,cosine,Louvain,k-NN,0.25,8,1.285057246517627,1.6513721268274655,1.034081071952578
ml-100k,cosine,Louvain,NMF,0.25,8,1.3826585140632022,1.9117445665114625,1.1140213338413325
ml-100k,cosine,Louvain,Co-Clustering,0.25,8,1.3616269821088451,1.8540280384068413,1.0917143090779349
ml-100k,cosine,Paris,SVD,0.25,8,1.2446805017608316,1.5492295514635954,1.0042432237124794
ml-100k,cosine,Paris,k-NN,0.25,8,1.2738212127579838,1.6226204820722208,1.02725080470838
ml-100k,cosine,Paris,NMF,0.25,8,1.3590229931967497,1.8469434960374527,1.0950930844256193
ml-100k,cosine,Paris,Co-Clustering,0.25,8,1.3476765454654605,1.8162320711977173,1.0816065368622256
ml-100k,cosine,Surprise,SVD,0.25,8,1.2231770807828286,1.4961621709524022,0.9876758772941299
ml-100k,cosine,Surprise,k-NN,0.25,8,1.3112977402971482,1.7195017637084073,1.0480410874486177
ml-100k,cosine,Surprise,NMF,0.25,8,1.3788987712043417,1.9013618212288432,1.1097271479108572
ml-100k,cosine,Surprise,Co-Clustering,0.25,8,1.3617070379502687,1.8542460572032946,1.0933143332786126
ml-100k,l1,Not-Applicable,SVD,0.25,8,0.9360992673831066,0.8762818383951888,0.7394164949695942
ml-100k,l1,Not-Applicable,k-NN,0.25,8,0.9841335750974206,0.9685188936340304,0.7776492644796564
ml-100k,l1,Not-Applicable,NMF,0.25,8,0.9672788507769972,0.9356283751604683,0.7617696860567726
ml-100k,l1,Not-Applicable,Co-Clustering,0.25,8,0.9742862473811876,0.9492336918361167,0.7654250857324616
ml-100k,l1,Louvain,SVD,0.25,8,1.2397793421897516,1.5370528173204534,1.002390724547931
ml-100k,l1,Louvain,k-NN,0.25,8,1.286089744185355,1.6540268300987515,1.032758318629259
ml-100k,l1,Louvain,NMF,0.25,8,1.3758096172126217,1.8928521028147405,1.1061320107432544
ml-100k,l1,Louvain,Co-Clustering,0.25,8,1.353304899525786,1.8314341510804972,1.0880400345180687
ml-100k,l1,Paris,SVD,0.25,8,1.2081117796423009,1.4595340721104872,0.9759065068204744
ml-100k,l1,Paris,k-NN,0.25,8,1.316210307316879,1.7324095730871927,1.0485496159702006
ml-100k,l1,Paris,NMF,0.25,8,1.359731023855021,1.8488684572338239,1.0993307037627915
ml-100k,l1,Paris,Co-Clustering,0.25,8,1.3449534262702625,1.8088997188361182,1.0767352388803497
ml-100k,l1,Surprise,SVD,0.25,8,1.2346783107138193,1.5244305309471307,0.9943454727961922
ml-100k,l1,Surprise,k-NN,0.25,8,1.2570557891404939,1.58018925701163,1.0064882550159477
ml-100k,l1,Surprise,NMF,0.25,8,1.3025235061368834,1.6965674840391196,1.044484114649739
ml-100k,l1,Surprise,Co-Clustering,0.25,8,1.291106939455507,1.6669571291101666,1.0313152714437879
ml-100k,l2,Not-Applicable,SVD,0.25,8,0.936322676500168,0.8767001545284383,0.740465475046359
ml-100k,l2,Not-Applicable,k-NN,0.25,8,0.9841335750974206,0.9685188936340304,0.7776492644796564
ml-100k,l2,Not-Applicable,NMF,0.25,8,0.9690175584761949,0.9389950286351657,0.764713869128691
ml-100k,l2,Not-Applicable,Co-Clustering,0.25,8,0.9660353684575675,0.9332243331109482,0.7566962929456067
ml-100k,l2,Louvain,SVD,0.25,8,1.2395657772349349,1.5365233160920482,1.00052788552841
ml-100k,l2,Louvain,k-NN,0.25,8,1.28848404480983,1.6601911337295,1.0364243396133996
ml-100k,l2,Louvain,NMF,0.25,8,1.3787304249871148,1.9008975847851501,1.1114441863640203
ml-100k,l2,Louvain,Co-Clustering,0.25,8,1.350892580635943,1.824910764417238,1.0835606444850931
ml-100k,l2,Paris,SVD,0.25,8,1.2453708011614462,1.5509484323855023,1.0069061925688558
ml-100k,l2,Paris,k-NN,0.25,8,1.2689112122489241,1.610135664571034,1.0222840302368883
ml-100k,l2,Paris,NMF,0.25,8,1.3576428242963103,1.8431940383632623,1.0932220785998343
ml-100k,l2,Paris,Co-Clustering,0.25,8,1.3437546849200293,1.805676653244527,1.0774020129725375
ml-100k,l2,Surprise,SVD,0.25,8,1.234351068715444,1.5236225608389586,0.9954304068043999
ml-100k,l2,Surprise,k-NN,0.25,8,1.2591699305541346,1.5855089140117045,1.0085809793682323
ml-100k,l2,Surprise,NMF,0.25,8,1.3010592312626619,1.692755123253789,1.0453305641126056
ml-100k,l2,Surprise,Co-Clustering,0.25,8,1.304388409006563,1.7014291215506725,1.0456305820189782
ml-100k,euclidean,Not-Applicable,SVD,0.25,9,0.9453125037204785,0.8936157296902796,0.742794323060319
ml-100k,euclidean,Not-Applicable,k-NN,0.25,9,0.9841865167704369,0.9686230997927255,0.7769510750563182
ml-100k,euclidean,Not-Applicable,NMF,0.25,9,0.9752812863553338,0.9511735875149147,0.7656546930026733
ml-100k,euclidean,Not-Applicable,Co-Clustering,0.25,9,0.9723985677875485,0.9455589746352755,0.7588179730810963
ml-100k,euclidean,Louvain,SVD,0.25,9,1.2458644253256732,1.5521781662920697,1.010191763301159
ml-100k,euclidean,Louvain,k-NN,0.25,9,1.2788821455330077,1.6355395421631094,1.026730888896569
ml-100k,euclidean,Louvain,NMF,0.25,9,1.370049392507975,1.8770353379114717,1.106005392427095
ml-100k,euclidean,Louvain,Co-Clustering,0.25,9,1.3502599840332528,1.82320202448148,1.0884288414098346
ml-100k,euclidean,Paris,SVD,0.25,9,1.2035103186788252,1.4484370871664076,0.9755166158329999
ml-100k,euclidean,Paris,k-NN,0.25,9,1.3213456851541012,1.7459544196753611,1.0500250662321324
ml-100k,euclidean,Paris,NMF,0.25,9,1.3635830715801662,1.8593587931000006,1.100602900200185
ml-100k,euclidean,Paris,Co-Clustering,0.25,9,1.3342455684940684,1.7802112370460599,1.0690566679360969
ml-100k,euclidean,Surprise,SVD,0.25,9,1.222055801878364,1.4934203829045714,0.9878583014396249
ml-100k,euclidean,Surprise,k-NN,0.25,9,1.2520800099741491,1.5677043513768656,1.0043509690924797
ml-100k,euclidean,Surprise,NMF,0.25,9,1.298151320560001,1.6851968510716746,1.0431433479075267
ml-100k,euclidean,Surprise,Co-Clustering,0.25,9,1.2916688767051625,1.6684084870487765,1.037969715089189
ml-100k,cosine,Not-Applicable,SVD,0.25,9,0.9432473880107214,0.8897156349890484,0.7426176002276703
ml-100k,cosine,Not-Applicable,k-NN,0.25,9,0.9841865167704369,0.9686230997927255,0.7769510750563182
ml-100k,cosine,Not-Applicable,NMF,0.25,9,0.9732461649720451,0.9472080976327931,0.7625095888410693
ml-100k,cosine,Not-Applicable,Co-Clustering,0.25,9,0.9669442973455433,0.9349812741690664,0.7546401241373375
ml-100k,cosine,Louvain,SVD,0.25,9,1.234065492791656,1.5229176404991127,0.9999015618000889
ml-100k,cosine,Louvain,k-NN,0.25,9,1.28643297598512,1.6549098017019324,1.0321362664172042
ml-100k,cosine,Louvain,NMF,0.25,9,1.379343132678617,1.9025874776676608,1.1153194224436016
ml-100k,cosine,Louvain,Co-Clustering,0.25,9,1.3582325874353536,1.8447957615713355,1.0940575651534037
ml-100k,cosine,Paris,SVD,0.25,9,1.2474494614347797,1.5561301588339218,1.0107868783629235
ml-100k,cosine,Paris,k-NN,0.25,9,1.2601424816297873,1.5879590740080785,1.0135654664661624
ml-100k,cosine,Paris,NMF,0.25,9,1.352870235012984,1.8302578727840868,1.0928925255964703
ml-100k,cosine,Paris,Co-Clustering,0.25,9,1.3352458179978357,1.7828813944807091,1.0757647696865953
ml-100k,cosine,Surprise,SVD,0.25,9,1.2176227293918818,1.4826051111317355,0.9862908245618696
ml-100k,cosine,Surprise,k-NN,0.25,9,1.303401922119163,1.6988565705839287,1.037143167681027
ml-100k,cosine,Surprise,NMF,0.25,9,1.3692158128312868,1.8747519421072416,1.1043589278585138
ml-100k,cosine,Surprise,Co-Clustering,0.25,9,1.3535678510000984,1.8321459272610243,1.0831752541222943
ml-100k,l1,Not-Applicable,SVD,0.25,9,0.9444752916219349,0.8920335764843389,0.7440877857016159
ml-100k,l1,Not-Applicable,k-NN,0.25,9,0.9841865167704369,0.9686230997927255,0.7769510750563182
ml-100k,l1,Not-Applicable,NMF,0.25,9,0.9684851575625038,0.9379635004188677,0.7583314121986828
ml-100k,l1,Not-Applicable,Co-Clustering,0.25,9,0.968815174019384,0.9386028414102093,0.7575353391248619
ml-100k,l1,Louvain,SVD,0.25,9,1.236981303948225,1.530122746317451,1.0026393247472158
ml-100k,l1,Louvain,k-NN,0.25,9,1.2618959090031396,1.5923812851588603,1.0145481949203763
ml-100k,l1,Louvain,NMF,0.25,9,1.370416491145246,1.8780413592028484,1.1090952555030458
ml-100k,l1,Louvain,Co-Clustering,0.25,9,1.33186531104765,1.773865206772053,1.0723012821885558
ml-100k,l1,Paris,SVD,0.25,9,1.2018073763067947,1.4443409697454215,0.974523816598945
ml-100k,l1,Paris,k-NN,0.25,9,1.3156521804257122,1.7309406598589305,1.0435643750246881
ml-100k,l1,Paris,NMF,0.25,9,1.360801887823917,1.8517817779051362,1.0995631629710276
ml-100k,l1,Paris,Co-Clustering,0.25,9,1.342706440153743,1.8028605844303371,1.0755073939204256
ml-100k,l1,Surprise,SVD,0.25,9,1.2291930164866784,1.5109154717796196,0.9933709687940016
ml-100k,l1,Surprise,k-NN,0.25,9,1.2550779104498757,1.575220561299226,1.0079769678808965
ml-100k,l1,Surprise,NMF,0.25,9,1.3025956060511772,1.6967553129038335,1.0509187447260306
ml-100k,l1,Surprise,Co-Clustering,0.25,9,1.2879016289723062,1.65869060590952,1.0345720987975087
ml-100k,l2,Not-Applicable,SVD,0.25,9,0.9428010347851654,0.8888737911919786,0.7425292228746155
