dataset,community_detector,community,algorithm_rec,test_size,split_id,train_runtime,test_runtime
synthetic,Louvain,1.0,SlopeOne,0.1,3,0.0010018348693847656,0.0009996891021728516
synthetic,Louvain,2.0,SlopeOne,0.1,3,0.0010037422180175781,0.0019986629486083984
synthetic,Louvain,3.0,SlopeOne,0.1,3,0.0009999275207519531,0.0030007362365722656
synthetic,Louvain,4.0,SlopeOne,0.1,3,0.002037525177001953,0.0029647350311279297
synthetic,Paris,1.0,NormalPredictor,0.1,3,0.003002166748046875,0.0009999275207519531
synthetic,Paris,2.0,NormalPredictor,0.1,3,0.0009999275207519531,0.0010020732879638672
synthetic,Paris,3.0,NormalPredictor,0.1,3,0.0015060901641845703,0.0020041465759277344
synthetic,Paris,4.0,NormalPredictor,0.1,3,0.0011739730834960938,0.0010030269622802734
synthetic,Paris,1.0,SVD,0.1,3,0.010312557220458984,0.001024007797241211
synthetic,Paris,2.0,SVD,0.1,3,0.018161535263061523,0.0056498050689697266
synthetic,Paris,3.0,SVD,0.1,3,0.01571059226989746,0.001398324966430664
synthetic,Paris,4.0,SVD,0.1,3,0.007512569427490234,0.002000093460083008
synthetic,Paris,1.0,k-NN,0.1,3,0.0010030269622802734,0.0029990673065185547
synthetic,Paris,2.0,k-NN,0.1,3,0.0,0.002000093460083008
synthetic,Paris,3.0,k-NN,0.1,3,0.0010001659393310547,0.0010020732879638672
synthetic,Paris,4.0,k-NN,0.1,3,0.0,0.0009996891021728516
synthetic,Paris,1.0,NMF,0.1,3,0.011509418487548828,0.0009999275207519531
synthetic,Paris,2.0,NMF,0.1,3,0.009604692459106445,0.0010051727294921875
synthetic,Paris,3.0,NMF,0.1,3,0.009700775146484375,0.0
synthetic,Paris,4.0,NMF,0.1,3,0.008739471435546875,0.0010204315185546875
synthetic,Paris,1.0,Co-Clustering,0.1,3,0.016817092895507812,0.0010170936584472656
synthetic,Paris,2.0,Co-Clustering,0.1,3,0.018147706985473633,0.0020003318786621094
synthetic,Paris,3.0,Co-Clustering,0.1,3,0.015119314193725586,0.0009999275207519531
synthetic,Paris,4.0,Co-Clustering,0.1,3,0.014096975326538086,0.0010013580322265625
synthetic,Paris,1.0,SlopeOne,0.1,3,0.0009999275207519531,0.002000093460083008
synthetic,Paris,2.0,SlopeOne,0.1,3,0.0025691986083984375,0.004052877426147461
synthetic,Paris,3.0,SlopeOne,0.1,3,0.0009996891021728516,0.0015044212341308594
synthetic,Paris,4.0,SlopeOne,0.1,3,0.0,0.0019996166229248047
synthetic,Not-Applicable,,NormalPredictor,0.1,4,0.0075075626373291016,0.0030024051666259766
synthetic,Not-Applicable,,SVD,0.1,4,0.03885078430175781,0.003889799118041992
synthetic,Not-Applicable,,k-NN,0.1,4,0.006855964660644531,0.024740219116210938
synthetic,Not-Applicable,,NMF,0.1,4,0.02604532241821289,0.002000093460083008
synthetic,Not-Applicable,,Co-Clustering,0.1,4,0.04476642608642578,0.0010001659393310547
synthetic,Not-Applicable,,SlopeOne,0.1,4,0.004517316818237305,0.008000612258911133
synthetic,Louvain,1.0,NormalPredictor,0.1,4,0.0,0.0010001659393310547
synthetic,Louvain,2.0,NormalPredictor,0.1,4,0.001001596450805664,0.0010001659393310547
synthetic,Louvain,3.0,NormalPredictor,0.1,4,0.0009996891021728516,0.0009999275207519531
synthetic,Louvain,4.0,NormalPredictor,0.1,4,0.0,0.0010197162628173828
synthetic,Louvain,1.0,SVD,0.1,4,0.0035037994384765625,0.0
synthetic,Louvain,2.0,SVD,0.1,4,0.003999233245849609,0.0010001659393310547
synthetic,Louvain,3.0,SVD,0.1,4,0.01159811019897461,0.001020193099975586
synthetic,Louvain,4.0,SVD,0.1,4,0.0050029754638671875,0.0
synthetic,Louvain,1.0,k-NN,0.1,4,0.0,0.0009996891021728516
synthetic,Louvain,2.0,k-NN,0.1,4,0.0,0.0009996891021728516
synthetic,Louvain,3.0,k-NN,0.1,4,0.0009999275207519531,0.0035042762756347656
synthetic,Louvain,4.0,k-NN,0.1,4,0.0,0.0009996891021728516
synthetic,Louvain,1.0,NMF,0.1,4,0.006627798080444336,0.0014867782592773438
synthetic,Louvain,2.0,NMF,0.1,4,0.0065996646881103516,0.0
synthetic,Louvain,3.0,NMF,0.1,4,0.01449728012084961,0.0012788772583007812
synthetic,Louvain,4.0,NMF,0.1,4,0.0066013336181640625,0.0010170936584472656
synthetic,Louvain,1.0,Co-Clustering,0.1,4,0.011140823364257812,0.0
synthetic,Louvain,2.0,Co-Clustering,0.1,4,0.013068914413452148,0.0010886192321777344
synthetic,Louvain,3.0,Co-Clustering,0.1,4,0.022126197814941406,0.002587556838989258
synthetic,Louvain,4.0,Co-Clustering,0.1,4,0.01368093490600586,0.0009942054748535156
synthetic,Louvain,1.0,SlopeOne,0.1,4,0.0010616779327392578,0.0020360946655273438
synthetic,Louvain,2.0,SlopeOne,0.1,4,0.0,0.0010406970977783203
synthetic,Louvain,3.0,SlopeOne,0.1,4,0.0029981136322021484,0.004506349563598633
synthetic,Louvain,4.0,SlopeOne,0.1,4,0.0021131038665771484,0.0020127296447753906
synthetic,Paris,1.0,NormalPredictor,0.1,4,0.0,0.0016307830810546875
synthetic,Paris,2.0,NormalPredictor,0.1,4,0.0019986629486083984,0.0009984970092773438
synthetic,Paris,3.0,NormalPredictor,0.1,4,0.0009996891021728516,0.0026090145111083984
synthetic,Paris,4.0,NormalPredictor,0.1,4,0.0010004043579101562,0.001013040542602539
synthetic,Paris,1.0,SVD,0.1,4,0.00871729850769043,0.0012767314910888672
synthetic,Paris,2.0,SVD,0.1,4,0.00857090950012207,0.0009999275207519531
synthetic,Paris,3.0,SVD,0.1,4,0.008507251739501953,0.0010004043579101562
synthetic,Paris,4.0,SVD,0.1,4,0.005074977874755859,0.0010001659393310547
synthetic,Paris,1.0,k-NN,0.1,4,0.0,0.0025098323822021484
synthetic,Paris,2.0,k-NN,0.1,4,0.0,0.0019996166229248047
synthetic,Paris,3.0,k-NN,0.1,4,0.0,0.00099945068359375
synthetic,Paris,4.0,k-NN,0.1,4,0.0,0.001001596450805664
synthetic,Paris,1.0,NMF,0.1,4,0.009576082229614258,0.0020101070404052734
synthetic,Paris,2.0,NMF,0.1,4,0.008012533187866211,0.0
synthetic,Paris,3.0,NMF,0.1,4,0.009591817855834961,0.0010042190551757812
synthetic,Paris,4.0,NMF,0.1,4,0.00750732421875,0.0
synthetic,Paris,1.0,Co-Clustering,0.1,4,0.017093181610107422,0.002001047134399414
synthetic,Paris,2.0,Co-Clustering,0.1,4,0.015138387680053711,0.0010161399841308594
synthetic,Paris,3.0,Co-Clustering,0.1,4,0.0164492130279541,0.001088857650756836
synthetic,Paris,4.0,Co-Clustering,0.1,4,0.013636350631713867,0.0
synthetic,Paris,1.0,SlopeOne,0.1,4,0.0010864734649658203,0.001096487045288086
synthetic,Paris,2.0,SlopeOne,0.1,4,0.0010924339294433594,0.0015134811401367188
synthetic,Paris,3.0,SlopeOne,0.1,4,0.0010082721710205078,0.002142667770385742
synthetic,Paris,4.0,SlopeOne,0.1,4,0.0,0.002165079116821289
synthetic,Not-Applicable,,NormalPredictor,0.1,5,0.003940582275390625,0.002521038055419922
synthetic,Not-Applicable,,SVD,0.1,5,0.024582624435424805,0.0028886795043945312
synthetic,Not-Applicable,,k-NN,0.1,5,0.006432294845581055,0.01941990852355957
synthetic,Not-Applicable,,NMF,0.1,5,0.03205990791320801,0.0015091896057128906
synthetic,Not-Applicable,,Co-Clustering,0.1,5,0.046045780181884766,0.002775907516479492
synthetic,Not-Applicable,,SlopeOne,0.1,5,0.00403594970703125,0.009037256240844727
synthetic,Louvain,1.0,NormalPredictor,0.1,5,0.0,0.0015022754669189453
synthetic,Louvain,2.0,NormalPredictor,0.1,5,0.0027320384979248047,0.0010175704956054688
synthetic,Louvain,3.0,NormalPredictor,0.1,5,0.0010704994201660156,0.0
synthetic,Louvain,4.0,NormalPredictor,0.1,5,0.0,0.0010044574737548828
synthetic,Louvain,1.0,SVD,0.1,5,0.0050811767578125,0.0010149478912353516
synthetic,Louvain,2.0,SVD,0.1,5,0.012514352798461914,0.002084493637084961
synthetic,Louvain,3.0,SVD,0.1,5,0.00400233268737793,0.0
synthetic,Louvain,4.0,SVD,0.1,5,0.006596088409423828,0.000997781753540039
synthetic,Louvain,1.0,k-NN,0.1,5,0.0,0.001018524169921875
synthetic,Louvain,2.0,k-NN,0.1,5,0.001001596450805664,0.005580902099609375
synthetic,Louvain,3.0,k-NN,0.1,5,0.000993967056274414,0.0
synthetic,Louvain,4.0,k-NN,0.1,5,0.0,0.00201416015625
synthetic,Louvain,1.0,NMF,0.1,5,0.0069866180419921875,0.0009276866912841797
synthetic,Louvain,2.0,NMF,0.1,5,0.013693571090698242,0.0010082721710205078
synthetic,Louvain,3.0,NMF,0.1,5,0.005255699157714844,0.000997781753540039
synthetic,Louvain,4.0,NMF,0.1,5,0.009593963623046875,0.0
synthetic,Louvain,1.0,Co-Clustering,0.1,5,0.012822151184082031,0.0
synthetic,Louvain,2.0,Co-Clustering,0.1,5,0.024411439895629883,0.0020058155059814453
synthetic,Louvain,3.0,Co-Clustering,0.1,5,0.015794992446899414,0.0
synthetic,Louvain,4.0,Co-Clustering,0.1,5,0.01862478256225586,0.0010914802551269531
synthetic,Louvain,1.0,SlopeOne,0.1,5,0.0012698173522949219,0.002084970474243164
synthetic,Louvain,2.0,SlopeOne,0.1,5,0.0023632049560546875,0.0040018558502197266
synthetic,Louvain,3.0,SlopeOne,0.1,5,0.0,0.002057790756225586
synthetic,Louvain,4.0,SlopeOne,0.1,5,0.0010557174682617188,0.0019960403442382812
synthetic,Paris,1.0,NormalPredictor,0.1,5,0.003064393997192383,0.001009225845336914
synthetic,Paris,2.0,NormalPredictor,0.1,5,0.001005411148071289,0.0014541149139404297
synthetic,Paris,1.0,SVD,0.1,5,0.019537687301635742,0.0020017623901367188
synthetic,Paris,2.0,SVD,0.1,5,0.007080078125,0.0
synthetic,Paris,1.0,k-NN,0.1,5,0.002000093460083008,0.01299905776977539
synthetic,Paris,2.0,k-NN,0.1,5,0.0,0.0020704269409179688
synthetic,Paris,1.0,NMF,0.1,5,0.02358269691467285,0.001004934310913086
synthetic,Paris,2.0,NMF,0.1,5,0.008565902709960938,0.0010781288146972656
synthetic,Paris,1.0,Co-Clustering,0.1,5,0.03700709342956543,0.0009989738464355469
synthetic,Paris,2.0,Co-Clustering,0.1,5,0.014754533767700195,0.0
synthetic,Paris,1.0,SlopeOne,0.1,5,0.001996278762817383,0.006769895553588867
synthetic,Paris,2.0,SlopeOne,0.1,5,0.0010018348693847656,0.002664804458618164
synthetic,Not-Applicable,,NormalPredictor,0.01,1,0.0030007362365722656,0.0
synthetic,Not-Applicable,,SVD,0.01,1,0.02956533432006836,0.0
synthetic,Not-Applicable,,k-NN,0.01,1,0.005686283111572266,0.0030062198638916016
synthetic,Not-Applicable,,NMF,0.01,1,0.030333757400512695,0.0009891986846923828
synthetic,Not-Applicable,,Co-Clustering,0.01,1,0.05627870559692383,0.0
synthetic,Not-Applicable,,SlopeOne,0.01,1,0.0050487518310546875,0.0010159015655517578
synthetic,Louvain,1.0,NormalPredictor,0.01,1,0.0010001659393310547,0.001001596450805664
synthetic,Louvain,2.0,NormalPredictor,0.01,1,0.0010068416595458984,0.0
synthetic,Louvain,3.0,NormalPredictor,0.01,1,0.0005884170532226562,0.0
synthetic,Louvain,4.0,NormalPredictor,0.01,1,0.0009984970092773438,0.0009982585906982422
synthetic,Louvain,1.0,SVD,0.01,1,0.012724876403808594,0.0009970664978027344
synthetic,Louvain,2.0,SVD,0.01,1,0.006504058837890625,0.0
synthetic,Louvain,3.0,SVD,0.01,1,0.0060007572174072266,0.001504659652709961
synthetic,Louvain,4.0,SVD,0.01,1,0.005001544952392578,0.0
synthetic,Louvain,1.0,k-NN,0.01,1,0.0010004043579101562,0.0010008811950683594
synthetic,Louvain,2.0,k-NN,0.01,1,0.0,0.001505136489868164
synthetic,Louvain,3.0,k-NN,0.01,1,0.0010039806365966797,0.0
synthetic,Louvain,4.0,k-NN,0.01,1,0.0,0.0009992122650146484
synthetic,Louvain,1.0,NMF,0.01,1,0.022782087326049805,0.0
synthetic,Louvain,2.0,NMF,0.01,1,0.008016824722290039,0.0
synthetic,Louvain,3.0,NMF,0.01,1,0.00840902328491211,0.0
synthetic,Louvain,4.0,NMF,0.01,1,0.005964756011962891,0.0010001659393310547
synthetic,Louvain,1.0,Co-Clustering,0.01,1,0.03272271156311035,0.00091552734375
synthetic,Louvain,2.0,Co-Clustering,0.01,1,0.01716446876525879,0.0009913444519042969
synthetic,Louvain,3.0,Co-Clustering,0.01,1,0.014215946197509766,0.0
synthetic,Louvain,4.0,Co-Clustering,0.01,1,0.010836362838745117,0.0
synthetic,Louvain,1.0,SlopeOne,0.01,1,0.0019998550415039062,0.0
synthetic,Louvain,2.0,SlopeOne,0.01,1,0.0010004043579101562,0.0
synthetic,Louvain,3.0,SlopeOne,0.01,1,0.0,0.0010018348693847656
synthetic,Louvain,4.0,SlopeOne,0.01,1,0.0,0.0009996891021728516
synthetic,Paris,1.0,NormalPredictor,0.01,1,0.0009951591491699219,0.0010046958923339844
synthetic,Paris,2.0,NormalPredictor,0.01,1,0.0009989738464355469,0.0
synthetic,Paris,3.0,NormalPredictor,0.01,1,0.0,0.0010046958923339844
synthetic,Paris,4.0,NormalPredictor,0.01,1,0.0010001659393310547,0.0
synthetic,Paris,1.0,SVD,0.01,1,0.009633302688598633,0.0
synthetic,Paris,2.0,SVD,0.01,1,0.008277416229248047,0.0
synthetic,Paris,3.0,SVD,0.01,1,0.006918191909790039,0.0
synthetic,Paris,4.0,SVD,0.01,1,0.006084442138671875,0.0
synthetic,Paris,1.0,k-NN,0.01,1,0.0009996891021728516,0.0
synthetic,Paris,2.0,k-NN,0.01,1,0.0,0.0
synthetic,Paris,3.0,k-NN,0.01,1,0.0,0.0010030269622802734
synthetic,Paris,4.0,k-NN,0.01,1,0.0,0.000995635986328125
synthetic,Paris,1.0,NMF,0.01,1,0.009959220886230469,0.0
synthetic,Paris,2.0,NMF,0.01,1,0.010667562484741211,0.0
synthetic,Paris,3.0,NMF,0.01,1,0.009248495101928711,0.0
synthetic,Paris,4.0,NMF,0.01,1,0.007199525833129883,0.0
synthetic,Paris,1.0,Co-Clustering,0.01,1,0.019138336181640625,0.0
synthetic,Paris,2.0,Co-Clustering,0.01,1,0.019028902053833008,0.0
synthetic,Paris,3.0,Co-Clustering,0.01,1,0.016544103622436523,0.0
synthetic,Paris,4.0,Co-Clustering,0.01,1,0.015583515167236328,0.0
synthetic,Paris,1.0,SlopeOne,0.01,1,0.0017783641815185547,0.0
synthetic,Paris,2.0,SlopeOne,0.01,1,0.0010883808135986328,0.0009984970092773438
synthetic,Paris,3.0,SlopeOne,0.01,1,0.001003265380859375,0.0
synthetic,Paris,4.0,SlopeOne,0.01,1,0.0010738372802734375,0.0
synthetic,Not-Applicable,,NormalPredictor,0.01,2,0.003999948501586914,0.0
synthetic,Not-Applicable,,SVD,0.01,2,0.02902364730834961,0.0009210109710693359
synthetic,Not-Applicable,,k-NN,0.01,2,0.0038573741912841797,0.0020418167114257812
synthetic,Not-Applicable,,NMF,0.01,2,0.033429861068725586,0.0
synthetic,Not-Applicable,,Co-Clustering,0.01,2,0.07246947288513184,0.0
synthetic,Not-Applicable,,SlopeOne,0.01,2,0.0052220821380615234,0.0009205341339111328
synthetic,Louvain,1.0,NormalPredictor,0.01,2,0.0010383129119873047,0.0
synthetic,Louvain,2.0,NormalPredictor,0.01,2,0.0020165443420410156,0.0
synthetic,Louvain,3.0,NormalPredictor,0.01,2,0.0009982585906982422,0.0015599727630615234
synthetic,Louvain,1.0,SVD,0.01,2,0.007549762725830078,0.0010514259338378906
synthetic,Louvain,2.0,SVD,0.01,2,0.006630420684814453,0.0
synthetic,Louvain,3.0,SVD,0.01,2,0.01758861541748047,0.001010894775390625
synthetic,Louvain,1.0,k-NN,0.01,2,0.0,0.0010449886322021484
synthetic,Louvain,2.0,k-NN,0.01,2,0.0,0.0
synthetic,Louvain,3.0,k-NN,0.01,2,0.001514434814453125,0.0011515617370605469
synthetic,Louvain,1.0,NMF,0.01,2,0.01659870147705078,0.001434326171875
synthetic,Louvain,2.0,NMF,0.01,2,0.012755870819091797,0.001001596450805664
synthetic,Louvain,3.0,NMF,0.01,2,0.029934406280517578,0.0014674663543701172
synthetic,Louvain,1.0,Co-Clustering,0.01,2,0.022697925567626953,0.0
synthetic,Louvain,2.0,Co-Clustering,0.01,2,0.020891189575195312,0.0
synthetic,Louvain,3.0,Co-Clustering,0.01,2,0.05005908012390137,0.0009999275207519531
synthetic,Louvain,1.0,SlopeOne,0.01,2,0.0010094642639160156,0.0009984970092773438
synthetic,Louvain,2.0,SlopeOne,0.01,2,0.0010001659393310547,0.0010001659393310547
synthetic,Louvain,3.0,SlopeOne,0.01,2,0.00616145133972168,0.0
synthetic,Paris,1.0,NormalPredictor,0.01,2,0.0021622180938720703,0.0
synthetic,Paris,2.0,NormalPredictor,0.01,2,0.0010232925415039062,0.0
synthetic,Paris,3.0,NormalPredictor,0.01,2,0.002020120620727539,0.0
synthetic,Paris,4.0,NormalPredictor,0.01,2,0.0010788440704345703,0.0
synthetic,Paris,1.0,SVD,0.01,2,0.010904073715209961,0.0010058879852294922
synthetic,Paris,2.0,SVD,0.01,2,0.010335206985473633,0.0015063285827636719
synthetic,Paris,3.0,SVD,0.01,2,0.007485628128051758,0.0
synthetic,Paris,4.0,SVD,0.01,2,0.0069653987884521484,0.0
synthetic,Paris,1.0,k-NN,0.01,2,0.0,0.0
synthetic,Paris,2.0,k-NN,0.01,2,0.0,0.0010704994201660156
synthetic,Paris,3.0,k-NN,0.01,2,0.0,0.0
synthetic,Paris,4.0,k-NN,0.01,2,0.0,0.0
synthetic,Paris,1.0,NMF,0.01,2,0.011055946350097656,0.0009992122650146484
synthetic,Paris,2.0,NMF,0.01,2,0.010960817337036133,0.001001119613647461
synthetic,Paris,3.0,NMF,0.01,2,0.008372068405151367,0.0010797977447509766
synthetic,Paris,4.0,NMF,0.01,2,0.011620283126831055,0.0
synthetic,Paris,1.0,Co-Clustering,0.01,2,0.02106332778930664,0.0
synthetic,Paris,2.0,Co-Clustering,0.01,2,0.01896190643310547,0.0
synthetic,Paris,3.0,Co-Clustering,0.01,2,0.020051002502441406,0.0
synthetic,Paris,4.0,Co-Clustering,0.01,2,0.014837265014648438,0.0010051727294921875
synthetic,Paris,1.0,SlopeOne,0.01,2,0.0015511512756347656,0.0
synthetic,Paris,2.0,SlopeOne,0.01,2,0.0009999275207519531,0.0
synthetic,Paris,3.0,SlopeOne,0.01,2,0.0010001659393310547,0.0
synthetic,Paris,4.0,SlopeOne,0.01,2,0.0020456314086914062,0.0010883808135986328
synthetic,Not-Applicable,,NormalPredictor,0.01,3,0.004555940628051758,0.0
synthetic,Not-Applicable,,SVD,0.01,3,0.030767440795898438,0.0
synthetic,Not-Applicable,,k-NN,0.01,3,0.004925966262817383,0.0026082992553710938
synthetic,Not-Applicable,,NMF,0.01,3,0.03153824806213379,0.0
synthetic,Not-Applicable,,Co-Clustering,0.01,3,0.04895472526550293,0.0
synthetic,Not-Applicable,,SlopeOne,0.01,3,0.004002571105957031,0.0
synthetic,Louvain,1.0,NormalPredictor,0.01,3,0.0020384788513183594,0.0
synthetic,Louvain,2.0,NormalPredictor,0.01,3,0.0009996891021728516,0.0005080699920654297
synthetic,Louvain,3.0,NormalPredictor,0.01,3,0.0010001659393310547,0.0
synthetic,Louvain,4.0,NormalPredictor,0.01,3,0.0009999275207519531,0.0
synthetic,Louvain,1.0,SVD,0.01,3,0.014943599700927734,0.0
synthetic,Louvain,2.0,SVD,0.01,3,0.006537675857543945,0.0
synthetic,Louvain,3.0,SVD,0.01,3,0.0030019283294677734,0.0009963512420654297
synthetic,Louvain,4.0,SVD,0.01,3,0.005228996276855469,0.0
synthetic,Louvain,1.0,k-NN,0.01,3,0.0016829967498779297,0.0010035037994384766
synthetic,Louvain,2.0,k-NN,0.01,3,0.0,0.0
synthetic,Louvain,3.0,k-NN,0.01,3,0.0,0.0009965896606445312
synthetic,Louvain,4.0,k-NN,0.01,3,0.0,0.0
synthetic,Louvain,1.0,NMF,0.01,3,0.015381813049316406,0.0
synthetic,Louvain,2.0,NMF,0.01,3,0.00860452651977539,0.0
synthetic,Louvain,3.0,NMF,0.01,3,0.006110429763793945,0.0009989738464355469
synthetic,Louvain,4.0,NMF,0.01,3,0.009584188461303711,0.0
synthetic,Louvain,1.0,Co-Clustering,0.01,3,0.026683330535888672,0.0009875297546386719
synthetic,Louvain,2.0,Co-Clustering,0.01,3,0.01536703109741211,0.0
synthetic,Louvain,3.0,Co-Clustering,0.01,3,0.0123291015625,0.00099945068359375
synthetic,Louvain,4.0,Co-Clustering,0.01,3,0.014527320861816406,0.0010750293731689453
synthetic,Louvain,1.0,SlopeOne,0.01,3,0.0020797252655029297,0.000997781753540039
synthetic,Louvain,2.0,SlopeOne,0.01,3,0.0010311603546142578,0.0
synthetic,Louvain,3.0,SlopeOne,0.01,3,0.0010437965393066406,0.0
synthetic,Louvain,4.0,SlopeOne,0.01,3,0.0010006427764892578,0.0
synthetic,Paris,1.0,NormalPredictor,0.01,3,0.001506805419921875,0.0
synthetic,Paris,2.0,NormalPredictor,0.01,3,0.0009999275207519531,0.0
synthetic,Paris,3.0,NormalPredictor,0.01,3,0.0010001659393310547,0.0
synthetic,Paris,4.0,NormalPredictor,0.01,3,0.0009996891021728516,0.0
synthetic,Paris,1.0,SVD,0.01,3,0.008505821228027344,0.0
synthetic,Paris,2.0,SVD,0.01,3,0.007626056671142578,0.001001119613647461
synthetic,Paris,3.0,SVD,0.01,3,0.0065059661865234375,0.0
synthetic,Paris,4.0,SVD,0.01,3,0.0060007572174072266,0.0
synthetic,Paris,1.0,k-NN,0.01,3,0.0,0.001001119613647461
synthetic,Paris,2.0,k-NN,0.01,3,0.0,0.0
synthetic,Paris,3.0,k-NN,0.01,3,0.0009992122650146484,0.0
synthetic,Paris,4.0,k-NN,0.01,3,0.0009999275207519531,0.0
synthetic,Paris,1.0,NMF,0.01,3,0.010617971420288086,0.0
synthetic,Paris,2.0,NMF,0.01,3,0.010610342025756836,0.0
synthetic,Paris,3.0,NMF,0.01,3,0.008002042770385742,0.0
synthetic,Paris,4.0,NMF,0.01,3,0.008133649826049805,0.0
synthetic,Paris,1.0,Co-Clustering,0.01,3,0.019087553024291992,0.0010197162628173828
synthetic,Paris,2.0,Co-Clustering,0.01,3,0.01744675636291504,0.0010004043579101562
synthetic,Paris,3.0,Co-Clustering,0.01,3,0.018217802047729492,0.0
synthetic,Paris,4.0,Co-Clustering,0.01,3,0.015131235122680664,0.000997781753540039
synthetic,Paris,1.0,SlopeOne,0.01,3,0.0009984970092773438,0.0005075931549072266
synthetic,Paris,2.0,SlopeOne,0.01,3,0.001003265380859375,0.0
synthetic,Paris,3.0,SlopeOne,0.01,3,0.0009999275207519531,0.0
synthetic,Paris,4.0,SlopeOne,0.01,3,0.0009996891021728516,0.0
synthetic,Not-Applicable,,NormalPredictor,0.01,4,0.0037841796875,0.0
synthetic,Not-Applicable,,SVD,0.01,4,0.02811741828918457,0.0
synthetic,Not-Applicable,,k-NN,0.01,4,0.004327535629272461,0.0020017623901367188
synthetic,Not-Applicable,,NMF,0.01,4,0.03073263168334961,0.0
synthetic,Not-Applicable,,Co-Clustering,0.01,4,0.05389094352722168,0.0
synthetic,Not-Applicable,,SlopeOne,0.01,4,0.004001140594482422,0.0010001659393310547
synthetic,Louvain,1.0,NormalPredictor,0.01,4,0.0010001659393310547,0.0
synthetic,Louvain,2.0,NormalPredictor,0.01,4,0.0019998550415039062,0.0009999275207519531
synthetic,Louvain,3.0,NormalPredictor,0.01,4,0.0010004043579101562,0.0
synthetic,Louvain,1.0,SVD,0.01,4,0.005001544952392578,0.0012824535369873047
synthetic,Louvain,2.0,SVD,0.01,4,0.01855325698852539,9.322166442871094e-05
synthetic,Louvain,3.0,SVD,0.01,4,0.006430149078369141,0.0
synthetic,Louvain,1.0,k-NN,0.01,4,0.0,0.0
synthetic,Louvain,2.0,k-NN,0.01,4,0.0021829605102539062,0.0
synthetic,Louvain,3.0,k-NN,0.01,4,0.0010197162628173828,0.0
synthetic,Louvain,1.0,NMF,0.01,4,0.008697509765625,0.0010266304016113281
synthetic,Louvain,2.0,NMF,0.01,4,0.019695281982421875,0.0
synthetic,Louvain,3.0,NMF,0.01,4,0.009743452072143555,0.0
synthetic,Louvain,1.0,Co-Clustering,0.01,4,0.014515161514282227,0.0
synthetic,Louvain,2.0,Co-Clustering,0.01,4,0.03215360641479492,0.0
synthetic,Louvain,3.0,Co-Clustering,0.01,4,0.016105175018310547,0.0
synthetic,Louvain,1.0,SlopeOne,0.01,4,0.0009999275207519531,0.0009982585906982422
synthetic,Louvain,2.0,SlopeOne,0.01,4,0.002553224563598633,0.0
synthetic,Louvain,3.0,SlopeOne,0.01,4,0.0010001659393310547,0.0
synthetic,Paris,1.0,NormalPredictor,0.01,4,0.0009999275207519531,0.00099945068359375
synthetic,Paris,2.0,NormalPredictor,0.01,4,0.0015950202941894531,0.0
synthetic,Paris,3.0,NormalPredictor,0.01,4,0.0,0.0
synthetic,Paris,4.0,NormalPredictor,0.01,4,0.0009996891021728516,0.0
synthetic,Paris,1.0,SVD,0.01,4,0.00870823860168457,0.0
synthetic,Paris,2.0,SVD,0.01,4,0.009156227111816406,0.0
synthetic,Paris,3.0,SVD,0.01,4,0.006037235260009766,0.0
synthetic,Paris,4.0,SVD,0.01,4,0.006488323211669922,0.0
synthetic,Paris,1.0,k-NN,0.01,4,0.0005996227264404297,0.0
synthetic,Paris,2.0,k-NN,0.01,4,0.0009999275207519531,0.0
synthetic,Paris,3.0,k-NN,0.01,4,0.0,0.0009162425994873047
synthetic,Paris,4.0,k-NN,0.01,4,0.0,0.0
synthetic,Paris,1.0,NMF,0.01,4,0.00978231430053711,0.0
synthetic,Paris,2.0,NMF,0.01,4,0.011572599411010742,0.0
synthetic,Paris,3.0,NMF,0.01,4,0.008730649948120117,0.0
synthetic,Paris,4.0,NMF,0.01,4,0.009545564651489258,0.0
synthetic,Paris,1.0,Co-Clustering,0.01,4,0.017467021942138672,0.0
synthetic,Paris,2.0,Co-Clustering,0.01,4,0.019093036651611328,0.0
synthetic,Paris,3.0,Co-Clustering,0.01,4,0.015164613723754883,0.0010073184967041016
synthetic,Paris,4.0,Co-Clustering,0.01,4,0.014711380004882812,0.0
synthetic,Paris,1.0,SlopeOne,0.01,4,0.0009665489196777344,0.0
synthetic,Paris,2.0,SlopeOne,0.01,4,0.0016117095947265625,0.0010018348693847656
synthetic,Paris,3.0,SlopeOne,0.01,4,0.0,0.0009999275207519531
synthetic,Paris,4.0,SlopeOne,0.01,4,0.0020220279693603516,0.0009789466857910156
synthetic,Not-Applicable,,NormalPredictor,0.01,5,0.0039958953857421875,0.0
synthetic,Not-Applicable,,SVD,0.01,5,0.02756333351135254,0.0010008811950683594
synthetic,Not-Applicable,,k-NN,0.01,5,0.004595279693603516,0.0020797252655029297
synthetic,Not-Applicable,,NMF,0.01,5,0.03294539451599121,0.0
synthetic,Not-Applicable,,Co-Clustering,0.01,5,0.0519261360168457,0.0
synthetic,Not-Applicable,,SlopeOne,0.01,5,0.005146980285644531,0.001087188720703125
synthetic,Louvain,1.0,NormalPredictor,0.01,5,0.0019998550415039062,0.0009996891021728516
synthetic,Louvain,2.0,NormalPredictor,0.01,5,0.001001596450805664,0.0
synthetic,Louvain,3.0,NormalPredictor,0.01,5,0.0009999275207519531,0.0
synthetic,Louvain,1.0,SVD,0.01,5,0.018345117568969727,0.0
