dataset,community_detector,community,algorithm_rec,test_size,split_id,train_runtime,test_runtime
real,Paris,26.0,Co-Clustering,0.1,5,0.08100199699401855,0.0009965896606445312
real,Paris,27.0,Co-Clustering,0.1,5,0.05505084991455078,0.0009930133819580078
real,Paris,28.0,Co-Clustering,0.1,5,0.047016143798828125,0.0010001659393310547
real,Paris,29.0,Co-Clustering,0.1,5,0.05399966239929199,0.0010004043579101562
real,Paris,30.0,Co-Clustering,0.1,5,0.060999393463134766,0.0010006427764892578
real,Paris,31.0,Co-Clustering,0.1,5,0.0279998779296875,0.0
real,Paris,1.0,SlopeOne,0.1,5,0.04599952697753906,0.06809186935424805
real,Paris,2.0,SlopeOne,0.1,5,0.0689997673034668,0.09539532661437988
real,Paris,3.0,SlopeOne,0.1,5,0.049016714096069336,0.0408935546875
real,Paris,4.0,SlopeOne,0.1,5,0.05347919464111328,0.04200124740600586
real,Paris,5.0,SlopeOne,0.1,5,0.01999974250793457,0.015999317169189453
real,Paris,6.0,SlopeOne,0.1,5,0.02552056312561035,0.02307915687561035
real,Paris,7.0,SlopeOne,0.1,5,0.016002655029296875,0.009917259216308594
real,Paris,8.0,SlopeOne,0.1,5,0.014581680297851562,0.016893625259399414
real,Paris,9.0,SlopeOne,0.1,5,0.02231597900390625,0.016505002975463867
real,Paris,10.0,SlopeOne,0.1,5,0.01917123794555664,0.014831781387329102
real,Paris,11.0,SlopeOne,0.1,5,0.025003433227539062,0.032999515533447266
real,Paris,12.0,SlopeOne,0.1,5,0.019505977630615234,0.02092432975769043
real,Paris,13.0,SlopeOne,0.1,5,0.0070035457611083984,0.00799560546875
real,Paris,14.0,SlopeOne,0.1,5,0.006927967071533203,0.005999088287353516
real,Paris,15.0,SlopeOne,0.1,5,0.014999866485595703,0.008999347686767578
real,Paris,16.0,SlopeOne,0.1,5,0.014000892639160156,0.013999223709106445
real,Paris,17.0,SlopeOne,0.1,5,0.004000425338745117,0.0019989013671875
real,Paris,18.0,SlopeOne,0.1,5,0.010000228881835938,0.012999296188354492
real,Paris,19.0,SlopeOne,0.1,5,0.010000228881835938,0.005999088287353516
real,Paris,20.0,SlopeOne,0.1,5,0.010002374649047852,0.005997180938720703
real,Paris,21.0,SlopeOne,0.1,5,0.005000591278076172,0.003998994827270508
real,Paris,22.0,SlopeOne,0.1,5,0.01699972152709961,0.010999679565429688
real,Paris,23.0,SlopeOne,0.1,5,0.01100015640258789,0.008999109268188477
real,Paris,24.0,SlopeOne,0.1,5,0.004000186920166016,0.002998828887939453
real,Paris,25.0,SlopeOne,0.1,5,0.013999462127685547,0.014999151229858398
real,Paris,26.0,SlopeOne,0.1,5,0.018980026245117188,0.018996238708496094
real,Paris,27.0,SlopeOne,0.1,5,0.008999347686767578,0.009999513626098633
real,Paris,28.0,SlopeOne,0.1,5,0.008000373840332031,0.006999492645263672
real,Paris,29.0,SlopeOne,0.1,5,0.007999658584594727,0.00899958610534668
real,Paris,30.0,SlopeOne,0.1,5,0.021451473236083984,0.025340795516967773
real,Paris,31.0,SlopeOne,0.1,5,0.004639625549316406,0.0023682117462158203
real,Not-Applicable,,NormalPredictor,0.01,1,0.10999846458435059,0.006000518798828125
real,Not-Applicable,,SVD,0.01,1,0.9946696758270264,0.004997968673706055
real,Not-Applicable,,k-NN,0.01,1,0.43045878410339355,0.13514423370361328
real,Not-Applicable,,NMF,0.01,1,1.4202940464019775,0.003000020980834961
real,Not-Applicable,,Co-Clustering,0.01,1,1.8738725185394287,0.004000425338745117
real,Not-Applicable,,SlopeOne,0.01,1,0.7229955196380615,0.10908770561218262
real,Louvain,1.0,NormalPredictor,0.01,1,0.03394198417663574,0.003063201904296875
real,Louvain,2.0,NormalPredictor,0.01,1,0.03806567192077637,0.0020020008087158203
real,Louvain,3.0,NormalPredictor,0.01,1,0.0224611759185791,0.00301361083984375
real,Louvain,1.0,SVD,0.01,1,0.31965065002441406,0.0029973983764648438
real,Louvain,2.0,SVD,0.01,1,0.2699875831604004,0.0019936561584472656
real,Louvain,3.0,SVD,0.01,1,0.13392400741577148,0.0020804405212402344
real,Louvain,1.0,k-NN,0.01,1,0.06399989128112793,0.03707313537597656
real,Louvain,2.0,k-NN,0.01,1,0.06098508834838867,0.024010181427001953
real,Louvain,3.0,k-NN,0.01,1,0.023961782455444336,0.010001420974731445
real,Louvain,1.0,NMF,0.01,1,0.3928103446960449,0.0029299259185791016
real,Louvain,2.0,NMF,0.01,1,0.3259618282318115,0.0019578933715820312
real,Louvain,3.0,NMF,0.01,1,0.16486167907714844,0.0010020732879638672
real,Louvain,1.0,Co-Clustering,0.01,1,0.6472349166870117,0.0019991397857666016
real,Louvain,2.0,Co-Clustering,0.01,1,0.5066909790039062,0.0025534629821777344
real,Louvain,3.0,Co-Clustering,0.01,1,0.28638696670532227,0.0010001659393310547
real,Louvain,1.0,SlopeOne,0.01,1,0.2629880905151367,0.039998531341552734
real,Louvain,2.0,SlopeOne,0.01,1,0.201920747756958,0.02699875831604004
real,Louvain,3.0,SlopeOne,0.01,1,0.10169649124145508,0.013039112091064453
real,Paris,1.0,NormalPredictor,0.01,1,0.024008512496948242,0.0009865760803222656
real,Paris,2.0,NormalPredictor,0.01,1,0.017017126083374023,0.0019860267639160156
real,Paris,3.0,NormalPredictor,0.01,1,0.010926485061645508,0.0019989013671875
real,Paris,4.0,NormalPredictor,0.01,1,0.010996818542480469,0.0010004043579101562
real,Paris,5.0,NormalPredictor,0.01,1,0.008955955505371094,0.0
real,Paris,6.0,NormalPredictor,0.01,1,0.007997512817382812,0.0
real,Paris,7.0,NormalPredictor,0.01,1,0.006995439529418945,0.0
real,Paris,8.0,NormalPredictor,0.01,1,0.006996870040893555,0.0
real,Paris,9.0,NormalPredictor,0.01,1,0.004927635192871094,0.0010857582092285156
real,Paris,1.0,SVD,0.01,1,0.23999667167663574,0.002942800521850586
real,Paris,2.0,SVD,0.01,1,0.10700511932373047,0.0010042190551757812
real,Paris,3.0,SVD,0.01,1,0.12590575218200684,0.0009984970092773438
real,Paris,4.0,SVD,0.01,1,0.08215618133544922,0.0010004043579101562
real,Paris,5.0,SVD,0.01,1,0.06999969482421875,0.0010020732879638672
real,Paris,6.0,SVD,0.01,1,0.04700183868408203,0.0010275840759277344
real,Paris,7.0,SVD,0.01,1,0.04400324821472168,0.0
real,Paris,8.0,SVD,0.01,1,0.048999786376953125,0.0
real,Paris,9.0,SVD,0.01,1,0.040999412536621094,0.0
real,Paris,1.0,k-NN,0.01,1,0.024999618530273438,0.013000011444091797
real,Paris,2.0,k-NN,0.01,1,0.010999679565429688,0.0029997825622558594
real,Paris,3.0,k-NN,0.01,1,0.005999565124511719,0.006999969482421875
real,Paris,4.0,k-NN,0.01,1,0.006999015808105469,0.004999637603759766
real,Paris,5.0,k-NN,0.01,1,0.002999544143676758,0.004004955291748047
real,Paris,6.0,k-NN,0.01,1,0.0029997825622558594,0.0010001659393310547
real,Paris,7.0,k-NN,0.01,1,0.002000093460083008,0.0019998550415039062
real,Paris,8.0,k-NN,0.01,1,0.0019989013671875,0.0019998550415039062
real,Paris,9.0,k-NN,0.01,1,0.002000093460083008,0.002009868621826172
real,Paris,1.0,NMF,0.01,1,0.26140618324279785,0.0009198188781738281
real,Paris,2.0,NMF,0.01,1,0.165144681930542,0.0009953975677490234
real,Paris,3.0,NMF,0.01,1,0.13064169883728027,0.0009186267852783203
real,Paris,4.0,NMF,0.01,1,0.1059579849243164,0.002002716064453125
real,Paris,5.0,NMF,0.01,1,0.1079244613647461,0.001020669937133789
real,Paris,6.0,NMF,0.01,1,0.07397866249084473,0.0
real,Paris,7.0,NMF,0.01,1,0.07400012016296387,0.0
real,Paris,8.0,NMF,0.01,1,0.08098244667053223,0.0
real,Paris,9.0,NMF,0.01,1,0.06296324729919434,0.0010325908660888672
real,Paris,1.0,Co-Clustering,0.01,1,0.48403382301330566,0.0010001659393310547
real,Paris,2.0,Co-Clustering,0.01,1,0.23563194274902344,0.0
real,Paris,3.0,Co-Clustering,0.01,1,0.21371173858642578,0.0009992122650146484
real,Paris,4.0,Co-Clustering,0.01,1,0.18194174766540527,0.0
real,Paris,5.0,Co-Clustering,0.01,1,0.18030381202697754,0.0009951591491699219
real,Paris,6.0,Co-Clustering,0.01,1,0.14776158332824707,0.0
real,Paris,7.0,Co-Clustering,0.01,1,0.1524338722229004,0.0
real,Paris,8.0,Co-Clustering,0.01,1,0.1379375457763672,0.0
real,Paris,9.0,Co-Clustering,0.01,1,0.11798787117004395,0.0010540485382080078
real,Paris,1.0,SlopeOne,0.01,1,0.18692755699157715,0.022998809814453125
real,Paris,2.0,SlopeOne,0.01,1,0.09800529479980469,0.01399374008178711
real,Paris,3.0,SlopeOne,0.01,1,0.06971240043640137,0.011219978332519531
real,Paris,4.0,SlopeOne,0.01,1,0.05501747131347656,0.009986162185668945
real,Paris,5.0,SlopeOne,0.01,1,0.049925804138183594,0.007081508636474609
real,Paris,6.0,SlopeOne,0.01,1,0.027914047241210938,0.005006313323974609
real,Paris,7.0,SlopeOne,0.01,1,0.04619956016540527,0.006998300552368164
real,Paris,8.0,SlopeOne,0.01,1,0.05592465400695801,0.008188962936401367
real,Paris,9.0,SlopeOne,0.01,1,0.033376455307006836,0.005919456481933594
real,Not-Applicable,,NormalPredictor,0.01,2,0.11092758178710938,0.004073381423950195
real,Not-Applicable,,SVD,0.01,2,0.9713785648345947,0.004000186920166016
real,Not-Applicable,,k-NN,0.01,2,0.43018150329589844,0.12056946754455566
real,Not-Applicable,,NMF,0.01,2,1.4143345355987549,0.003997087478637695
real,Not-Applicable,,Co-Clustering,0.01,2,1.8312451839447021,0.0050432682037353516
real,Not-Applicable,,SlopeOne,0.01,2,0.6883101463317871,0.10309529304504395
real,Louvain,1.0,NormalPredictor,0.01,2,0.014510869979858398,0.001997709274291992
real,Louvain,2.0,NormalPredictor,0.01,2,0.028399944305419922,0.0
real,Louvain,3.0,NormalPredictor,0.01,2,0.04398036003112793,0.0020215511322021484
real,Louvain,1.0,SVD,0.01,2,0.1336650848388672,0.0010066032409667969
real,Louvain,2.0,SVD,0.01,2,0.27004265785217285,0.0019922256469726562
real,Louvain,3.0,SVD,0.01,2,0.31547045707702637,0.0019998550415039062
real,Louvain,1.0,k-NN,0.01,2,0.011995315551757812,0.010979652404785156
real,Louvain,2.0,k-NN,0.01,2,0.051168203353881836,0.027314186096191406
real,Louvain,3.0,k-NN,0.01,2,0.06797671318054199,0.03277134895324707
real,Louvain,1.0,NMF,0.01,2,0.20345616340637207,0.0040781497955322266
real,Louvain,2.0,NMF,0.01,2,0.2891261577606201,0.0010006427764892578
real,Louvain,3.0,NMF,0.01,2,0.36347031593322754,0.0020017623901367188
real,Louvain,1.0,Co-Clustering,0.01,2,0.27982616424560547,0.0009834766387939453
real,Louvain,2.0,Co-Clustering,0.01,2,0.4929661750793457,0.0010042190551757812
real,Louvain,3.0,Co-Clustering,0.01,2,0.5850090980529785,0.0029582977294921875
real,Louvain,1.0,SlopeOne,0.01,2,0.11344790458679199,0.01578807830810547
real,Louvain,2.0,SlopeOne,0.01,2,0.18500709533691406,0.03367114067077637
real,Louvain,3.0,SlopeOne,0.01,2,0.2631692886352539,0.04197859764099121
real,Paris,1.0,NormalPredictor,0.01,2,0.04815840721130371,0.0021734237670898438
real,Paris,2.0,NormalPredictor,0.01,2,0.04308152198791504,0.0032079219818115234
real,Paris,1.0,SVD,0.01,2,0.4237501621246338,0.005377531051635742
real,Paris,2.0,SVD,0.01,2,0.3560972213745117,0.0030012130737304688
real,Paris,1.0,k-NN,0.01,2,0.1038827896118164,0.049543142318725586
real,Paris,2.0,k-NN,0.01,2,0.08283448219299316,0.03900003433227539
real,Paris,1.0,NMF,0.01,2,0.48875856399536133,0.003572702407836914
real,Paris,2.0,NMF,0.01,2,0.4373636245727539,0.003098011016845703
real,Paris,1.0,Co-Clustering,0.01,2,0.7663638591766357,0.0020875930786132812
real,Paris,2.0,Co-Clustering,0.01,2,0.635401725769043,0.0019989013671875
real,Paris,1.0,SlopeOne,0.01,2,0.2767179012298584,0.03913736343383789
real,Paris,2.0,SlopeOne,0.01,2,0.3406178951263428,0.051004886627197266
real,Not-Applicable,,NormalPredictor,0.01,3,0.11899852752685547,0.006083488464355469
real,Not-Applicable,,SVD,0.01,3,1.0077552795410156,0.006074428558349609
real,Not-Applicable,,k-NN,0.01,3,0.43620729446411133,0.15213537216186523
real,Not-Applicable,,NMF,0.01,3,1.404421091079712,0.005002737045288086
real,Not-Applicable,,Co-Clustering,0.01,3,1.7899186611175537,0.0029151439666748047
real,Not-Applicable,,SlopeOne,0.01,3,0.684539794921875,0.1070106029510498
real,Louvain,1.0,NormalPredictor,0.01,3,0.012999773025512695,0.0010001659393310547
real,Louvain,2.0,NormalPredictor,0.01,3,0.007997989654541016,0.0
real,Louvain,3.0,NormalPredictor,0.01,3,0.028999805450439453,0.0010004043579101562
real,Louvain,4.0,NormalPredictor,0.01,3,0.03527045249938965,0.004011392593383789
real,Louvain,1.0,SVD,0.01,3,0.10791134834289551,0.0009999275207519531
real,Louvain,2.0,SVD,0.01,3,0.04796600341796875,0.0
real,Louvain,3.0,SVD,0.01,3,0.28919291496276855,0.0019373893737792969
real,Louvain,4.0,SVD,0.01,3,0.30798792839050293,0.003000020980834961
real,Louvain,1.0,k-NN,0.01,3,0.009000539779663086,0.007090330123901367
real,Louvain,2.0,k-NN,0.01,3,0.004006385803222656,0.0019953250885009766
real,Louvain,3.0,k-NN,0.01,3,0.04292106628417969,0.02599954605102539
real,Louvain,4.0,k-NN,0.01,3,0.059482574462890625,0.031998634338378906
real,Louvain,1.0,NMF,0.01,3,0.16251230239868164,0.0010027885437011719
real,Louvain,2.0,NMF,0.01,3,0.0833137035369873,0.0010075569152832031
real,Louvain,3.0,NMF,0.01,3,0.4107174873352051,0.001991748809814453
real,Louvain,4.0,NMF,0.01,3,0.35498857498168945,0.002001047134399414
real,Louvain,1.0,Co-Clustering,0.01,3,0.2579209804534912,0.0009930133819580078
real,Louvain,2.0,Co-Clustering,0.01,3,0.13292980194091797,0.0
real,Louvain,3.0,Co-Clustering,0.01,3,0.5289075374603271,0.003000020980834961
real,Louvain,4.0,Co-Clustering,0.01,3,0.6136956214904785,0.0010001659393310547
real,Louvain,1.0,SlopeOne,0.01,3,0.12201213836669922,0.025001049041748047
real,Louvain,2.0,SlopeOne,0.01,3,0.040999650955200195,0.00599980354309082
real,Louvain,3.0,SlopeOne,0.01,3,0.19199872016906738,0.037175655364990234
real,Louvain,4.0,SlopeOne,0.01,3,0.2870805263519287,0.048662662506103516
real,Paris,1.0,NormalPredictor,0.01,3,0.02116847038269043,0.0010004043579101562
real,Paris,2.0,NormalPredictor,0.01,3,0.012998819351196289,0.0010004043579101562
real,Paris,3.0,NormalPredictor,0.01,3,0.015628814697265625,0.0
real,Paris,4.0,NormalPredictor,0.01,3,0.0012199878692626953,0.0
real,Paris,5.0,NormalPredictor,0.01,3,0.0,0.0
real,Paris,6.0,NormalPredictor,0.01,3,0.003998517990112305,0.0010006427764892578
real,Paris,7.0,NormalPredictor,0.01,3,0.0,0.0
real,Paris,8.0,NormalPredictor,0.01,3,0.017283201217651367,0.0
real,Paris,9.0,NormalPredictor,0.01,3,0.0029985904693603516,0.0
real,Paris,10.0,NormalPredictor,0.01,3,0.0,0.0
real,Paris,11.0,NormalPredictor,0.01,3,0.0,0.0
real,Paris,12.0,NormalPredictor,0.01,3,0.0029973983764648438,0.0
real,Paris,13.0,NormalPredictor,0.01,3,0.004143714904785156,0.0
real,Paris,14.0,NormalPredictor,0.01,3,0.0,0.0
real,Paris,15.0,NormalPredictor,0.01,3,0.0,0.0
real,Paris,1.0,SVD,0.01,3,0.15216803550720215,0.0
real,Paris,2.0,SVD,0.01,3,0.09946656227111816,0.0
real,Paris,3.0,SVD,0.01,3,0.08024120330810547,0.0010726451873779297
real,Paris,4.0,SVD,0.01,3,0.05930495262145996,0.0
real,Paris,5.0,SVD,0.01,3,0.026172876358032227,0.0
real,Paris,6.0,SVD,0.01,3,0.03652811050415039,0.0
real,Paris,7.0,SVD,0.01,3,0.03338193893432617,0.0
real,Paris,8.0,SVD,0.01,3,0.03490805625915527,0.0
real,Paris,9.0,SVD,0.01,3,0.03171491622924805,0.0
real,Paris,10.0,SVD,0.01,3,0.026094675064086914,0.0009541511535644531
real,Paris,11.0,SVD,0.01,3,0.007154941558837891,0.0
real,Paris,12.0,SVD,0.01,3,0.02639150619506836,0.0009965896606445312
real,Paris,13.0,SVD,0.01,3,0.031168699264526367,0.0
real,Paris,14.0,SVD,0.01,3,0.032083749771118164,0.0
real,Paris,15.0,SVD,0.01,3,0.004061222076416016,0.0
real,Paris,1.0,k-NN,0.01,3,0.03424215316772461,0.0
real,Paris,2.0,k-NN,0.01,3,0.0,0.016661882400512695
real,Paris,3.0,k-NN,0.01,3,0.0011897087097167969,0.0
real,Paris,4.0,k-NN,0.01,3,0.00408482551574707,0.0030035972595214844
real,Paris,5.0,k-NN,0.01,3,0.002003192901611328,0.0011577606201171875
real,Paris,6.0,k-NN,0.01,3,0.0,0.0
real,Paris,7.0,k-NN,0.01,3,0.015993118286132812,0.0020737648010253906
real,Paris,8.0,k-NN,0.01,3,0.00196075439453125,0.0010001659393310547
real,Paris,9.0,k-NN,0.01,3,0.0,0.0
real,Paris,10.0,k-NN,0.01,3,0.0010187625885009766,0.0010530948638916016
real,Paris,11.0,k-NN,0.01,3,0.0009245872497558594,0.0010771751403808594
real,Paris,12.0,k-NN,0.01,3,0.0,0.0
real,Paris,13.0,k-NN,0.01,3,0.0,0.015715599060058594
real,Paris,14.0,k-NN,0.01,3,0.0010118484497070312,0.0009891986846923828
real,Paris,15.0,k-NN,0.01,3,0.0,0.0
real,Paris,1.0,NMF,0.01,3,0.2015399932861328,0.0010085105895996094
real,Paris,2.0,NMF,0.01,3,0.14533448219299316,0.001005411148071289
real,Paris,3.0,NMF,0.01,3,0.09622406959533691,0.0
real,Paris,4.0,NMF,0.01,3,0.09675478935241699,0.0
real,Paris,5.0,NMF,0.01,3,0.057138919830322266,0.0
real,Paris,6.0,NMF,0.01,3,0.0675814151763916,0.0
real,Paris,7.0,NMF,0.01,3,0.08114027976989746,0.001001119613647461
real,Paris,8.0,NMF,0.01,3,0.07125282287597656,0.0
real,Paris,9.0,NMF,0.01,3,0.05277276039123535,0.0
real,Paris,10.0,NMF,0.01,3,0.05917787551879883,0.0
real,Paris,11.0,NMF,0.01,3,0.045649051666259766,0.0
real,Paris,12.0,NMF,0.01,3,0.032286882400512695,0.0
real,Paris,13.0,NMF,0.01,3,0.059279680252075195,0.0
real,Paris,14.0,NMF,0.01,3,0.04343676567077637,0.0
real,Paris,15.0,NMF,0.01,3,0.03273916244506836,0.0
real,Paris,1.0,Co-Clustering,0.01,3,460.6180567741394,0.0
real,Paris,2.0,Co-Clustering,0.01,3,0.6885437965393066,0.003695249557495117
real,Paris,3.0,Co-Clustering,0.01,3,0.297868013381958,0.002017974853515625
real,Paris,4.0,Co-Clustering,0.01,3,0.30497121810913086,0.0013306140899658203
real,Paris,5.0,Co-Clustering,0.01,3,0.18602657318115234,0.0010027885437011719
real,Paris,6.0,Co-Clustering,0.01,3,0.16568374633789062,0.0010001659393310547
real,Paris,7.0,Co-Clustering,0.01,3,0.14978599548339844,0.0
real,Paris,8.0,Co-Clustering,0.01,3,0.12727069854736328,0.0
real,Paris,9.0,Co-Clustering,0.01,3,0.10471749305725098,0.0
real,Paris,10.0,Co-Clustering,0.01,3,0.09084153175354004,0.0
real,Paris,11.0,Co-Clustering,0.01,3,0.09081792831420898,0.0
real,Paris,12.0,Co-Clustering,0.01,3,0.10543298721313477,0.0
real,Paris,13.0,Co-Clustering,0.01,3,0.1632535457611084,0.0
real,Paris,14.0,Co-Clustering,0.01,3,0.17104196548461914,0.0
real,Paris,15.0,Co-Clustering,0.01,3,0.06854820251464844,0.0
real,Paris,1.0,SlopeOne,0.01,3,0.1550912857055664,0.030724525451660156
real,Paris,2.0,SlopeOne,0.01,3,0.0840299129486084,0.015694141387939453
real,Paris,3.0,SlopeOne,0.01,3,0.048512935638427734,0.008853673934936523
real,Paris,4.0,SlopeOne,0.01,3,0.06770110130310059,0.008680582046508789
real,Paris,5.0,SlopeOne,0.01,3,0.016423702239990234,0.0010900497436523438
real,Paris,6.0,SlopeOne,0.01,3,0.040305376052856445,0.007361888885498047
real,Paris,7.0,SlopeOne,0.01,3,0.020923852920532227,0.0
real,Paris,8.0,SlopeOne,0.01,3,0.022597312927246094,0.009057283401489258
real,Paris,9.0,SlopeOne,0.01,3,0.02241039276123047,0.003069162368774414
real,Paris,10.0,SlopeOne,0.01,3,0.019524812698364258,0.0045773983001708984
real,Paris,11.0,SlopeOne,0.01,3,0.028063297271728516,0.003012418746948242
real,Paris,12.0,SlopeOne,0.01,3,0.0259397029876709,0.00403285026550293
real,Paris,13.0,SlopeOne,0.01,3,0.05675935745239258,0.015602350234985352
real,Paris,14.0,SlopeOne,0.01,3,0.03516387939453125,0.003954410552978516
real,Paris,15.0,SlopeOne,0.01,3,0.01217031478881836,0.003000020980834961
real,Not-Applicable,,NormalPredictor,0.01,4,0.11302614212036133,0.003949403762817383
real,Not-Applicable,,SVD,0.01,4,0.9924848079681396,0.0049970149993896484
real,Not-Applicable,,k-NN,0.01,4,0.4364194869995117,0.12599420547485352
real,Not-Applicable,,NMF,0.01,4,1.4953117370605469,0.004002094268798828
real,Not-Applicable,,Co-Clustering,0.01,4,1.8298120498657227,0.0030040740966796875
real,Not-Applicable,,SlopeOne,0.01,4,0.6643805503845215,0.11092376708984375
real,Louvain,1.0,NormalPredictor,0.01,4,0.03799939155578613,0.0030002593994140625
real,Louvain,2.0,NormalPredictor,0.01,4,0.01388692855834961,0.0010840892791748047
real,Louvain,3.0,NormalPredictor,0.01,4,0.033049583435058594,0.004076480865478516
real,Louvain,1.0,SVD,0.01,4,0.3664252758026123,0.003000020980834961
real,Louvain,2.0,SVD,0.01,4,0.07199931144714355,0.0010001659393310547
real,Louvain,3.0,SVD,0.01,4,0.2709987163543701,0.002000093460083008
real,Louvain,1.0,k-NN,0.01,4,0.07899951934814453,0.0429997444152832
real,Louvain,2.0,k-NN,0.01,4,0.012999296188354492,0.0030002593994140625
real,Louvain,3.0,k-NN,0.01,4,0.05498075485229492,0.03007197380065918
real,Louvain,1.0,NMF,0.01,4,0.4602513313293457,0.0030002593994140625
real,Louvain,2.0,NMF,0.01,4,0.10593342781066895,0.0
real,Louvain,3.0,NMF,0.01,4,0.36299657821655273,0.0039997100830078125
real,Louvain,1.0,Co-Clustering,0.01,4,0.7101621627807617,0.0030012130737304688
real,Louvain,2.0,Co-Clustering,0.01,4,0.17828083038330078,0.001001596450805664
real,Louvain,3.0,Co-Clustering,0.01,4,0.6081991195678711,0.0019216537475585938
real,Louvain,1.0,SlopeOne,0.01,4,0.2879819869995117,0.04800271987915039
real,Louvain,2.0,SlopeOne,0.01,4,0.06102132797241211,0.006994724273681641
real,Louvain,3.0,SlopeOne,0.01,4,0.2030041217803955,0.03499889373779297
real,Paris,1.0,NormalPredictor,0.01,4,0.045999765396118164,0.0029997825622558594
real,Paris,2.0,NormalPredictor,0.01,4,0.050124168395996094,0.004557132720947266
real,Paris,1.0,SVD,0.01,4,0.4143352508544922,0.004001140594482422
real,Paris,2.0,SVD,0.01,4,0.31292724609375,0.003076791763305664
real,Paris,1.0,k-NN,0.01,4,0.11599302291870117,0.05501055717468262
real,Paris,2.0,k-NN,0.01,4,0.06299877166748047,0.031999826431274414
real,Paris,1.0,NMF,0.01,4,0.50008225440979,0.003986358642578125
real,Paris,2.0,NMF,0.01,4,0.41904234886169434,0.00298309326171875
real,Paris,1.0,Co-Clustering,0.01,4,0.83937668800354,0.004986286163330078
real,Paris,2.0,Co-Clustering,0.01,4,0.6085424423217773,0.0030002593994140625
real,Paris,1.0,SlopeOne,0.01,4,0.3079240322113037,0.0550692081451416
real,Paris,2.0,SlopeOne,0.01,4,0.26552629470825195,0.043988943099975586
real,Not-Applicable,,NormalPredictor,0.01,5,0.1080007553100586,0.0060808658599853516
real,Not-Applicable,,SVD,0.01,5,0.9846656322479248,0.004976034164428711
real,Not-Applicable,,k-NN,0.01,5,0.4651341438293457,0.11799931526184082
real,Not-Applicable,,NMF,0.01,5,1.3861215114593506,0.007445573806762695
real,Not-Applicable,,Co-Clustering,0.01,5,1.7792294025421143,0.003891468048095703
real,Not-Applicable,,SlopeOne,0.01,5,0.6885483264923096,0.10292410850524902
real,Louvain,1.0,NormalPredictor,0.01,5,0.0319979190826416,0.003000497817993164
real,Louvain,2.0,NormalPredictor,0.01,5,0.02399921417236328,0.002000570297241211
real,Louvain,3.0,NormalPredictor,0.01,5,0.026999235153198242,0.0020008087158203125
real,Louvain,1.0,SVD,0.01,5,0.29747891426086426,0.003000020980834961
real,Louvain,2.0,SVD,0.01,5,0.1829988956451416,0.0010001659393310547
real,Louvain,3.0,SVD,0.01,5,0.23870182037353516,0.0009984970092773438
real,Louvain,1.0,k-NN,0.01,5,0.05599832534790039,0.03600263595581055
real,Louvain,2.0,k-NN,0.01,5,0.0339963436126709,0.01700448989868164
real,Louvain,3.0,k-NN,0.01,5,0.029998779296875,0.017006635665893555
real,Louvain,1.0,NMF,0.01,5,0.3789951801300049,0.0020301342010498047
real,Louvain,2.0,NMF,0.01,5,0.25592565536499023,0.002000093460083008
real,Louvain,3.0,NMF,0.01,5,0.28743624687194824,0.001013040542602539
real,Louvain,1.0,Co-Clustering,0.01,5,0.5917479991912842,0.0029702186584472656
real,Louvain,2.0,Co-Clustering,0.01,5,0.4317739009857178,0.001961946487426758
real,Louvain,3.0,Co-Clustering,0.01,5,0.4134650230407715,0.0010004043579101562
real,Louvain,1.0,SlopeOne,0.01,5,0.24401211738586426,0.044985294342041016
real,Louvain,2.0,SlopeOne,0.01,5,0.13645648956298828,0.025053977966308594
real,Louvain,3.0,SlopeOne,0.01,5,0.17290449142456055,0.03207278251647949
real,Paris,1.0,NormalPredictor,0.01,5,0.05499839782714844,0.003994464874267578
real,Paris,2.0,NormalPredictor,0.01,5,0.04091954231262207,0.002069711685180664
real,Paris,1.0,SVD,0.01,5,0.5466887950897217,0.0030145645141601562
real,Paris,2.0,SVD,0.01,5,0.2760155200958252,0.0019843578338623047
real,Paris,1.0,k-NN,0.01,5,0.1310734748840332,0.058999061584472656
real,Paris,2.0,k-NN,0.01,5,0.06501555442810059,0.04090714454650879
real,Paris,1.0,NMF,0.01,5,0.6226282119750977,0.0040471553802490234
real,Paris,2.0,NMF,0.01,5,0.35714101791381836,0.0020003318786621094
real,Paris,1.0,Co-Clustering,0.01,5,0.9350075721740723,0.003001689910888672
real,Paris,2.0,Co-Clustering,0.01,5,0.5592951774597168,0.003002166748046875
real,Paris,1.0,SlopeOne,0.01,5,0.3530724048614502,0.06801104545593262
real,Paris,2.0,SlopeOne,0.01,5,0.2494368553161621,0.03905940055847168
